work_key,title,author,publishers,first_sale_month,active_months,lifetime_net_sales,cum_1m_net_sales,observed_1m,cum_3m_net_sales,observed_3m,cum_6m_net_sales,observed_6m,cum_12m_net_sales,observed_12m,platform_count_12m,top_platform_share_12m
"달은 칼끝에 지고|||검궁인,사마달",달은 칼끝에 지고,"검궁인,사마달",프로무림,2021-02,25,307192,27300,Y,44355,Y,52755,Y,107355,Y,2,0.9585
대|||정우식,대,정우식,프로무림,2021-02,59,1551991,63067,Y,145936,Y,267404,Y,501041,Y,12,0.3206
대가집 망나니|||백범(白凡),대가집 망나니,백범(白凡),포텐,2021-02,33,4694584,732600,Y,1871698,Y,2688490,Y,3643195,Y,12,0.2429
대걸물|||청산,대걸물,청산,프로무림,2021-02,59,17965016,284356,Y,1132141,Y,2052532,Y,5077530,Y,12,0.7173
"대검몽|||사마달, 일주향",대검몽,"사마달, 일주향",프로무림,2021-02,59,867160,24495,Y,58415,Y,107884,Y,195072,Y,9,0.3323
대곤륜|||서효원,대곤륜,서효원,프로무림,2021-02,59,1742116,38061,Y,83129,Y,132229,Y,302219,Y,10,0.33
대공자 가출하셨다|||와이번스,대공자 가출하셨다,와이번스,포텐,2021-02,60,36309218,1225783,Y,2850529,Y,3784632,Y,5310903,Y,15,0.3794
대괴선|||정성민,대괴선,정성민,프로무림,2021-02,58,981566,25965,Y,51760,Y,102047,Y,219232,Y,8,0.2816
대낭인|||서효원,대낭인,서효원,프로무림,2021-02,59,1333022,31944,Y,77544,Y,123744,Y,228844,Y,9,0.2819
"대도무문|||사마달, 유청림",대도무문,"사마달, 유청림",프로무림,2021-02,59,3620818,46200,Y,179351,Y,490525,Y,871001,Y,12,0.2512
대륙독보|||와룡강,대륙독보,와룡강,프로무림,2021-02,60,10280066,134106,Y,521815,Y,1145520,Y,2414574,Y,11,0.2386
대륙만리|||검궁인,대륙만리,검궁인,프로무림,2021-02,58,329082,7758,Y,35598,Y,62008,Y,96996,Y,8,0.3152
"대륙오황사|||일주향, 사마달",대륙오황사,"일주향, 사마달",프로무림,2021-02,60,1464238,27862,Y,94205,Y,183898,Y,352253,Y,9,0.4051
대륙천자|||고월,대륙천자,고월,프로무림,2021-02,59,838452,14313,Y,52985,Y,117126,Y,223276,Y,8,0.2906
대륙풍|||서효원,대륙풍,서효원,프로무림,2021-02,58,621152,3466,Y,25693,Y,40993,Y,132416,Y,9,0.3572
대마불사|||강태산,대마불사,강태산,프로무림,2021-02,59,2170234,20650,Y,106600,Y,250680,Y,499515,Y,8,0.4162
대마불사|||와룡강,대마불사,와룡강,프로무림,2021-02,59,2173386,48972,Y,157035,Y,333462,Y,639162,Y,11,0.2589
대무사|||철백,대무사,철백,포텐,2021-02,60,37841485,413618,Y,1123289,Y,4257802,Y,7688443,Y,18,0.3027
대법왕|||몽월,대법왕,몽월,프로무림,2021-02,37,544067,15300,Y,24600,Y,28200,Y,41700,Y,4,0.518
대부|||사마달,대부,사마달,프로무림,2021-02,58,200536,5500,Y,8957,Y,24739,Y,43130,Y,8,0.3147
"대상객|||서효원, 이광주",대상객,"서효원, 이광주",프로무림,2021-02,58,660360,7083,Y,9783,Y,15183,Y,119267,Y,6,0.3839
대상천하|||천중행,대상천하,천중행,프로무림,2021-02,59,943490,9215,Y,42496,Y,120759,Y,213040,Y,9,0.3287
대설|||서효원,대설,서효원,프로무림,2021-02,58,2723638,62779,Y,130979,Y,292079,Y,566119,Y,12,0.2619
"대소림사|||검궁인, 신운",대소림사,"검궁인, 신운",프로무림,2021-02,60,818161,14909,Y,42422,Y,103936,Y,217420,Y,12,0.2956
대야성|||사마달,대야성,사마달,프로무림,2021-02,60,764865,16176,Y,49398,Y,83495,Y,164993,Y,12,0.3735
대영웅|||이원호,대영웅,이원호,프로무림,2021-02,55,1427028,3900,Y,57600,Y,151200,Y,486420,Y,8,0.3886
대자객교|||서효원,대자객교,서효원,프로무림,2021-02,59,2053007,35051,Y,81005,Y,108905,Y,233115,Y,10,0.2735
대자객단|||서효원,대자객단,서효원,프로무림,2021-02,58,684180,35046,Y,44046,Y,53346,Y,118416,Y,7,0.3521
대작|||사마달,대작,사마달,프로무림,2021-02,60,785922,15946,Y,40440,Y,106913,Y,190877,Y,9,0.2494
대중원|||서효원,대중원,서효원,프로무림,2021-02,59,948509,27382,Y,37882,Y,81682,Y,179860,Y,8,0.3781
대한국인|||이원호,대한국인,이원호,프로무림,2021-02,40,588000,24000,Y,69000,Y,117000,Y,210000,Y,2,0.9571
대한민국 절대 재벌|||백범(白帆),대한민국 절대 재벌,백범(白帆),포텐,2021-02,60,45927554,1296330,Y,4812646,Y,16444964,Y,29513898,Y,13,0.4911
대항해|||사마달,대항해,사마달,프로무림,2021-02,56,184550,5943,Y,18603,Y,22242,Y,60835,Y,8,0.3113
대해무적|||사마달,대해무적,사마달,프로무림,2021-02,58,645915,7567,Y,23110,Y,57001,Y,144759,Y,10,0.2856
대형설서린|||설봉,대형설서린,설봉,프로무림,2021-02,58,5718875,51500,Y,236900,Y,455600,Y,1539580,Y,5,0.8397
더 게이트|||조건상,더 게이트,조건상,프로무림,2021-02,57,3075337,940988,Y,1186730,Y,1430645,Y,1858646,Y,14,0.5059
더 메모리he Memory|||가람검,더 메모리he Memory,가람검,프로무림,2021-02,36,132406,3150,Y,4410,Y,6741,Y,22281,Y,4,0.4524
더 스토리he story|||가람검,더 스토리he story,가람검,프로무림,2021-02,39,250937,9590,Y,26285,Y,39011,Y,76909,Y,6,0.2376
더치프|||권대현,더치프,권대현,프로무림,2021-02,23,36511,521,Y,3742,Y,3919,Y,5834,Y,2,0.9697
던전에서 성자가 하는 일|||CurtainCall,던전에서 성자가 하는 일,CurtainCall,프로무림,2021-02,60,29391609,2269664,Y,5765954,Y,8900970,Y,13219982,Y,17,0.3323
데몬듀크|||김하준,데몬듀크,김하준,프로무림,2021-02,40,56223,1096,Y,6070,Y,10825,Y,19414,Y,2,0.9351
도|||강태산,도,강태산,프로무림,2021-02,59,313761,8801,Y,20733,Y,51081,Y,88637,Y,7,0.7294
도망가용|||캔따개,도망가용,캔따개,포텐,2021-02,49,159522,14784,Y,19845,Y,32431,Y,65177,Y,5,0.5951
도사 청수|||형상준,도사 청수,형상준,프로무림,2021-02,59,1246910,18248,Y,100161,Y,192761,Y,348363,Y,9,0.2951
도시의 주인|||말리브 해적,도시의 주인,말리브 해적,포텐,2021-02,59,1886479,112805,Y,172095,Y,265545,Y,458150,Y,7,0.3685
도시의 주인|||말리브해적,도시의 주인,말리브해적,포텐,2021-02,59,5324006,58211,Y,196372,Y,392947,Y,916551,Y,12,0.3464
도시의 주인 완|||말리브 해적,도시의 주인 완,말리브 해적,포텐,2021-02,59,3891918,22673,Y,85743,Y,157738,Y,227781,Y,10,0.3941
도시의 지배자|||박재학,도시의 지배자,박재학,프로무림,2021-02,59,3166324,81622,Y,182609,Y,385156,Y,767997,Y,9,0.4775
도시정벌|||임영태,도시정벌,임영태,프로무림,2021-02,58,1906874,22050,Y,102182,Y,181842,Y,370918,Y,10,0.2633
도왕|||강태산,도왕,강태산,프로무림,2021-02,49,181958,2713,Y,12091,Y,19617,Y,45821,Y,8,0.2625
도제 유가량|||단운(丹雲),도제 유가량,단운(丹雲),프로무림,2021-02,51,181874,385,Y,6959,Y,33049,Y,63750,Y,10,0.3333
"도종|||사마달, 백창렬",도종,"사마달, 백창렬",프로무림,2021-02,59,472393,5128,Y,28302,Y,65304,Y,98422,Y,10,0.2974
도종밀야|||사마달,도종밀야,사마달,프로무림,2021-02,58,380297,8309,Y,19701,Y,46448,Y,94089,Y,8,0.3747
도지산|||몽월,도지산,몽월,프로무림,2021-02,49,1751076,11900,Y,49700,Y,141100,Y,603700,Y,5,0.6502
도천무영 불사멸혼대와 천궁|||이유성,도천무영 불사멸혼대와 천궁,이유성,프로무림,2021-02,21,23100,1260,Y,1260,Y,1890,Y,3780,Y,2,0.8333
도천무영 우정은 영원히|||이유성,도천무영 우정은 영원히,이유성,프로무림,2021-02,32,57694,2235,Y,4358,Y,8711,Y,17112,Y,6,0.7423
도천무영 종횡무진|||이유성,도천무영 종횡무진,이유성,프로무림,2021-02,19,18340,630,Y,630,Y,1260,Y,2520,Y,2,0.75
도천무영 풍운의 서막|||이유성,도천무영 풍운의 서막,이유성,프로무림,2021-02,30,37899,1645,Y,1645,Y,2601,Y,10633,Y,3,0.4477
도황|||청산,도황,청산,프로무림,2021-02,59,1700164,33012,Y,86824,Y,207581,Y,398077,Y,9,0.3651
독룡|||냉중생,독룡,냉중생,프로무림,2021-02,40,59013,567,Y,4143,Y,6271,Y,13659,Y,4,0.5746
독보강호|||검궁인,독보강호,검궁인,프로무림,2021-02,59,1253046,26317,Y,69574,Y,147452,Y,299345,Y,12,0.2808
독왕유고|||설봉,독왕유고,설봉,프로무림,2021-02,48,647266,35200,Y,60800,Y,104320,Y,214660,Y,7,0.4144
독조혈인|||강태산,독조혈인,강태산,프로무림,2021-02,60,1171696,20637,Y,78796,Y,193534,Y,367370,Y,11,0.3462
독존패왕|||강태산,독존패왕,강태산,프로무림,2021-02,59,884284,2132,Y,21363,Y,108124,Y,243294,Y,7,0.5144
독행기|||홍파,독행기,홍파,프로무림,2021-02,48,141760,5831,Y,11459,Y,34094,Y,43544,Y,8,0.5107
독행록|||검궁인,독행록,검궁인,프로무림,2021-02,59,432467,7382,Y,21437,Y,58348,Y,91726,Y,9,0.3892
돈만 벌고 레벨업|||스펜서,돈만 벌고 레벨업,스펜서,포텐,2021-02,58,2757404,172662,Y,257880,Y,705888,Y,1589938,Y,7,0.3385
돌아온 요리고 고인물|||빨간코트,돌아온 요리고 고인물,빨간코트,포텐,2021-02,60,32234899,3723387,Y,8132439,Y,13429160,Y,21238001,Y,11,0.2332
동백유엽검|||미송검,동백유엽검,미송검,포텐,2021-02,59,2045783,64421,Y,136761,Y,277330,Y,485012,Y,13,0.3262
"동사군도|||검궁인, 백강",동사군도,"검궁인, 백강",프로무림,2021-02,57,231001,4872,Y,10715,Y,25614,Y,55038,Y,7,0.4605
동토의 제국|||이원호,동토의 제국,이원호,프로무림,2021-02,60,1222018,14800,Y,67000,Y,118600,Y,155000,Y,1,1.0
둔재무적|||송재일,둔재무적,송재일,포텐,2021-02,60,41314929,436714,Y,1589651,Y,4838775,Y,11584306,Y,20,0.4503
드림 컨트롤러|||최소혜,드림 컨트롤러,최소혜,포텐,2021-02,13,14821,840,Y,4550,Y,4620,Y,6860,Y,1,1.0
등용문|||검궁인,등용문,검궁인,프로무림,2021-02,59,583007,12931,Y,39314,Y,72494,Y,135072,Y,11,0.3598
등천불망룡|||냉중생,등천불망룡,냉중생,프로무림,2021-02,46,59293,2909,Y,4913,Y,10394,Y,18312,Y,5,0.3973
"등천비마록|||검궁인, 사마달",등천비마록,"검궁인, 사마달",프로무림,2021-02,59,1056271,35893,Y,66567,Y,129868,Y,253877,Y,9,0.3898
등천제일룡|||검궁인,등천제일룡,검궁인,프로무림,2021-02,59,887954,23959,Y,77952,Y,138404,Y,251095,Y,11,0.2402
라마대|||박시원,라마대,박시원,포텐,2021-02,51,251630,1890,Y,15998,Y,39281,Y,68303,Y,6,0.5903
라오스 루이시안|||현자림,라오스 루이시안,현자림,프로무림,2021-02,54,352058,9528,Y,38686,Y,60588,Y,123388,Y,6,0.61
랑1|||강태산,랑1,강태산,프로무림,2021-02,52,104496,645,Y,7008,Y,11995,Y,19710,Y,4,0.5492
랜덤뽑기로 학원최강|||비비다,랜덤뽑기로 학원최강,비비다,포텐,2021-02,59,3876360,279497,Y,582438,Y,939837,Y,1451891,Y,15,0.2876
레드 클라우드|||한세,레드 클라우드,한세,프로무림,2021-02,54,601732,8631,Y,32823,Y,96173,Y,188139,Y,8,0.504
레벨 업 하는 식당|||인기영,레벨 업 하는 식당,인기영,포텐,2021-02,60,78339103,1740895,Y,4435592,Y,13054392,Y,25835350,Y,23,0.487
령|||강태산,령,강태산,프로무림,2021-02,40,71884,2516,Y,3085,Y,4924,Y,12083,Y,4,0.564
로이|||별도,로이,별도,프로무림,2021-02,27,88298,771,Y,1802,Y,10055,Y,23994,Y,5,0.6528
롬베른의 영주|||김정민,롬베른의 영주,김정민,프로무림,2021-02,55,530893,21231,Y,50502,Y,105169,Y,170104,Y,7,0.5781
루한|||사마달,루한,사마달,프로무림,2021-02,55,183061,2579,Y,9317,Y,23771,Y,46805,Y,6,0.3769
리로드|||이수영,리로드,이수영,프로무림,2021-02,10,42336,2520,Y,2520,Y,2520,Y,10360,Y,3,0.4865
리메모리|||김민우,리메모리,김민우,프로무림,2021-02,55,455973,21124,Y,47936,Y,86910,Y,134738,Y,5,0.5262
리쎌암즈|||강우진,리쎌암즈,강우진,프로무림,2021-02,52,262971,6049,Y,13434,Y,26349,Y,72128,Y,9,0.3563
리와인드|||초몽,리와인드,초몽,프로무림,2021-02,43,174553,6363,Y,11606,Y,21134,Y,49376,Y,5,0.6365
리턴 오브 로드|||정현우,리턴 오브 로드,정현우,포텐,2021-02,58,618856,21921,Y,44436,Y,72937,Y,169851,Y,15,0.2028
리턴 오브 에이스|||예로나,리턴 오브 에이스,예로나,포텐,2021-02,59,21980198,806841,Y,2137756,Y,3262970,Y,4469213,Y,15,0.3722
마|||강태산,마,강태산,프로무림,2021-02,54,232992,8150,Y,24735,Y,34931,Y,60894,Y,9,0.2061
마교전왕|||사마달,마교전왕,사마달,프로무림,2021-02,59,1093845,17579,Y,58383,Y,109275,Y,236769,Y,9,0.3865
마권찰장|||사마달,마권찰장,사마달,프로무림,2021-02,57,208680,10602,Y,21244,Y,31053,Y,54575,Y,7,0.3458
마도공학자|||김형석,마도공학자,김형석,프로무림,2021-02,40,412648,15680,Y,47810,Y,73465,Y,113575,Y,6,0.5917
마도군주|||한승현,마도군주,한승현,프로무림,2021-02,7,8051,567,Y,2268,Y,2835,Y,5103,Y,1,1.0
마라밀종|||강태산,마라밀종,강태산,프로무림,2021-02,46,51482,559,Y,3679,Y,5516,Y,6777,Y,5,0.4422
마랑|||임이모,마랑,임이모,프로무림,2021-02,53,171223,10885,Y,17260,Y,28559,Y,64343,Y,7,0.3465
마벌|||홍파,마벌,홍파,프로무림,2021-02,57,345710,4008,Y,33015,Y,58942,Y,91674,Y,8,0.3886
마수|||강태산,마수,강태산,프로무림,2021-02,59,310457,6703,Y,20608,Y,36842,Y,82713,Y,8,0.6373
마야|||서효원,마야,서효원,프로무림,2021-02,57,777789,22857,Y,46949,Y,63749,Y,129292,Y,10,0.3418
마야|||설봉,마야,설봉,프로무림,2021-02,54,2135797,12750,Y,162150,Y,354660,Y,642190,Y,4,0.5147
마영|||강태산,마영,강태산,프로무림,2021-02,54,356828,4607,Y,28947,Y,45972,Y,94091,Y,10,0.5803
마왕출사|||청산,마왕출사,청산,프로무림,2021-02,56,617752,16452,Y,161912,Y,228552,Y,315782,Y,8,0.6344
마왕협녀기|||한성수,마왕협녀기,한성수,프로무림,2021-02,26,56148,4130,Y,6965,Y,11690,Y,15695,Y,6,0.3613
마인|||검궁인,마인,검궁인,프로무림,2021-02,59,482009,7518,Y,22353,Y,62038,Y,116912,Y,11,0.3716
마정지로|||검궁인,마정지로,검궁인,프로무림,2021-02,59,377100,374,Y,15152,Y,35022,Y,83887,Y,10,0.2336
마제참회기|||서효원,마제참회기,서효원,프로무림,2021-02,58,592598,10020,Y,13001,Y,46181,Y,88627,Y,8,0.4926
마종천횡보|||와룡강,마종천횡보,와룡강,프로무림,2021-02,56,2280700,55000,Y,320000,Y,507500,Y,840000,Y,1,1.0
마중제일령|||서효원,마중제일령,서효원,프로무림,2021-02,56,533204,9736,Y,14236,Y,33436,Y,72571,Y,7,0.2646
마지막 손오공|||조경휘,마지막 손오공,조경휘,프로무림,2021-02,27,29754,295,Y,682,Y,10482,Y,15463,Y,4,0.6338
마창1|||류운,마창1,류운,프로무림,2021-02,58,787442,19810,Y,80234,Y,168352,Y,267351,Y,6,0.512
마창2|||류운,마창2,류운,프로무림,2021-02,47,182210,16670,Y,21800,Y,33392,Y,57143,Y,3,0.7906
마창3|||류운,마창3,류운,프로무림,2021-02,40,111437,16040,Y,19100,Y,30811,Y,40072,Y,3,0.7911
마창4|||류운,마창4,류운,프로무림,2021-02,38,104031,15230,Y,18290,Y,31380,Y,39381,Y,4,0.6742
마창5|||류운,마창5,류운,프로무림,2021-02,38,94647,12980,Y,15860,Y,28320,Y,36951,Y,4,0.6357
마창6|||류운,마창6,류운,프로무림,2021-02,57,424822,15070,Y,19570,Y,49950,Y,92881,Y,8,0.2529
마풍진중원|||서효원,마풍진중원,서효원,프로무림,2021-02,57,544668,8887,Y,11587,Y,17587,Y,90795,Y,8,0.3292
"마협|||사마달, 백창렬",마협,"사마달, 백창렬",프로무림,2021-02,58,473394,10427,Y,37353,Y,83274,Y,136877,Y,9,0.4429
마협 소운강|||이문혁,마협 소운강,이문혁,프로무림,2021-02,39,1205537,53024,Y,147785,Y,326720,Y,577914,Y,8,0.458
"마황|||김능하, 김영",마황,"김능하, 김영",프로무림,2021-02,59,164064,2798,Y,8718,Y,14840,Y,39046,Y,7,0.4607
만강홍|||독고홍,만강홍,독고홍,프로무림,2021-02,36,136598,4207,Y,13780,Y,26067,Y,39032,Y,4,0.807
"만겁무황전|||검궁인, 사마달",만겁무황전,"검궁인, 사마달",프로무림,2021-02,59,1181663,25970,Y,76594,Y,159213,Y,282741,Y,10,0.41
만무총록|||검궁인,만무총록,검궁인,프로무림,2021-02,59,397954,5774,Y,35651,Y,75186,Y,117804,Y,11,0.2666
만수 이계 출근기|||박시원,만수 이계 출근기,박시원,포텐,2021-02,50,160774,3040,Y,10821,Y,26501,Y,46122,Y,10,0.4143
만천과해|||검궁인,만천과해,검궁인,프로무림,2021-02,58,370458,8226,Y,26162,Y,59996,Y,129954,Y,11,0.2031
만천화우|||검궁인,만천화우,검궁인,프로무림,2021-02,58,350714,3376,Y,13479,Y,32762,Y,68136,Y,8,0.292
만통사인방|||검궁인,만통사인방,검궁인,프로무림,2021-02,59,664026,18522,Y,37093,Y,72466,Y,130384,Y,9,0.1931
말년에 이계라니|||정현우,말년에 이계라니,정현우,프로무림,2021-02,60,1640343,46680,Y,77850,Y,175570,Y,523850,Y,15,0.3579
망겜의 마지막 플레이어|||연암,망겜의 마지막 플레이어,연암,포텐,2021-02,59,9462772,1835445,Y,2824275,Y,3588080,Y,4501902,Y,4,0.9501
매지컬 써전|||강산(江山),매지컬 써전,강산(江山),포텐,2021-02,60,41553442,2819420,Y,9802097,Y,16056987,Y,21449452,Y,24,0.4091
매지컬 써전|||빅스마일,매지컬 써전,빅스마일,포텐,2021-02,5,955927,46200,Y,921907,Y,955927,Y,955927,Y,1,1.0
매화무|||현규,매화무,현규,프로무림,2021-02,33,60999,3097,Y,4957,Y,7979,Y,9999,Y,6,0.4866
머더엠퍼러|||정우식,머더엠퍼러,정우식,프로무림,2021-02,59,1027371,29964,Y,85923,Y,159348,Y,247917,Y,8,0.6084
메탈헌터|||와이번스,메탈헌터,와이번스,포텐,2021-02,51,621417,12250,Y,45836,Y,99911,Y,128177,Y,7,0.261
멸망한 세계의 생존지침서|||담배태우는 고양이,멸망한 세계의 생존지침서,담배태우는 고양이,포텐,2021-02,58,1613870,15911,Y,169598,Y,644186,Y,767771,Y,10,0.424
멸망한 세계의 생존지침서|||담배태우는고양이,멸망한 세계의 생존지침서,담배태우는고양이,포텐,2021-02,59,10039472,27707,Y,887767,Y,1336196,Y,1713688,Y,9,0.7575
명성명운|||송재일,명성명운,송재일,포텐,2021-02,59,12300225,280841,Y,631622,Y,1722816,Y,4774198,Y,19,0.3815
명품공자|||청산,명품공자,청산,프로무림,2021-02,54,714610,2240,Y,58268,Y,85204,Y,133616,Y,6,0.4862
모탈 신드롬|||북홀릭,모탈 신드롬,북홀릭,포텐,2021-02,58,826484,61502,Y,95487,Y,143231,Y,218836,Y,14,0.2988
목숨을 건 대국|||서효원,목숨을 건 대국,서효원,프로무림,2021-02,47,174500,900,Y,8100,Y,12600,Y,18200,Y,2,0.9396
몽상마법사|||유림아,몽상마법사,유림아,프로무림,2021-02,24,50621,4457,Y,7152,Y,12754,Y,19550,Y,2,0.8604
몽유강호|||강태산,몽유강호,강태산,프로무림,2021-02,49,113889,7799,Y,9251,Y,14208,Y,32946,Y,7,0.2103
"무|||일주향, 사마달",무,"일주향, 사마달",프로무림,2021-02,60,2386952,36152,Y,164878,Y,335500,Y,626689,Y,9,0.4534
"무검무존|||서효원, 이광주",무검무존,"서효원, 이광주",프로무림,2021-02,58,705168,5782,Y,25056,Y,31356,Y,127946,Y,7,0.4475
무관의 제왕4|||서효원,무관의 제왕4,서효원,프로무림,2021-02,47,197300,4200,Y,11700,Y,18000,Y,32100,Y,2,0.7944
무극대도|||사마달,무극대도,사마달,프로무림,2021-02,59,413531,3667,Y,20318,Y,44989,Y,102827,Y,8,0.4629
무극상도|||황정검,무극상도,황정검,프로무림,2021-02,44,1413948,43670,Y,100829,Y,161260,Y,255760,Y,5,0.4557
무극신갑|||나한,무극신갑,나한,프로무림,2021-02,56,2409886,72428,Y,249951,Y,471921,Y,706113,Y,8,0.5203
무당제자|||형상준,무당제자,형상준,프로무림,2021-02,59,3910701,32883,Y,148162,Y,285980,Y,624605,Y,8,0.2765
무당학사전|||형상준,무당학사전,형상준,프로무림,2021-02,59,6628794,72150,Y,156175,Y,655140,Y,1281201,Y,6,0.806
무대포|||강태산,무대포,강태산,프로무림,2021-02,51,138560,213,Y,5770,Y,11843,Y,33587,Y,7,0.2302
무도|||방수윤,무도,방수윤,프로무림,2021-02,32,113949,6237,Y,9639,Y,17577,Y,21546,Y,1,1.0
무림군웅보|||와룡강,무림군웅보,와룡강,프로무림,2021-02,46,969414,40000,Y,95000,Y,245000,Y,342500,Y,1,1.0
무림귀공자|||군옥당,무림귀공자,군옥당,프로무림,2021-02,50,140514,6646,Y,13171,Y,29091,Y,44948,Y,6,0.5529
무림기인전|||서효원,무림기인전,서효원,프로무림,2021-02,59,1351574,24657,Y,36084,Y,72784,Y,283102,Y,9,0.5157
무림묵시록|||서효원,무림묵시록,서효원,프로무림,2021-02,59,682518,9300,Y,41517,Y,51617,Y,147023,Y,7,0.4348
무림백서|||검궁인,무림백서,검궁인,프로무림,2021-02,59,489011,5932,Y,20745,Y,51941,Y,118261,Y,10,0.4468
무림어사|||홍파,무림어사,홍파,프로무림,2021-02,53,270590,2395,Y,16568,Y,31083,Y,68009,Y,8,0.4045
무림외사|||서효원,무림외사,서효원,프로무림,2021-02,55,450923,9440,Y,28040,Y,36740,Y,77960,Y,6,0.3449
무림일기|||와룡강,무림일기,와룡강,프로무림,2021-02,60,41360008,582960,Y,1703695,Y,7200217,Y,12327017,Y,6,0.3237
무림전사|||검궁인,무림전사,검궁인,프로무림,2021-02,60,290373,4457,Y,32168,Y,43539,Y,81843,Y,10,0.4105
