work_key,title,author,publishers,first_sale_month,active_months,lifetime_net_sales,cum_1m_net_sales,observed_1m,cum_3m_net_sales,observed_3m,cum_6m_net_sales,observed_6m,cum_12m_net_sales,observed_12m,platform_count_12m,top_platform_share_12m
혼비백산|||강태산,혼비백산,강태산,프로무림,2021-02,54,269871,5250,Y,12320,Y,17290,Y,43120,Y,6,0.3247
화령의 제왕|||정우식,화령의 제왕,정우식,프로무림,2021-02,52,493439,40203,Y,120336,Y,159580,Y,214711,Y,4,0.4919
화룡비천록|||사마달,화룡비천록,사마달,프로무림,2021-02,59,691010,13916,Y,32650,Y,85238,Y,166981,Y,10,0.4847
화룡의 신화|||사마달,화룡의 신화,사마달,프로무림,2021-02,58,330859,10224,Y,28492,Y,54343,Y,102966,Y,9,0.3792
화신|||강태산,화신,강태산,프로무림,2021-02,57,294408,9877,Y,24017,Y,49249,Y,71588,Y,8,0.6207
화왕세기|||강태산,화왕세기,강태산,프로무림,2021-02,60,1092361,35015,Y,81346,Y,148835,Y,299238,Y,9,0.4491
화왕세기 본 천하는 불탄다|||강태산,화왕세기 본 천하는 불탄다,강태산,프로무림,2021-02,51,127540,6510,Y,11130,Y,21070,Y,33040,Y,1,1.0
화형령주|||서효원,화형령주,서효원,프로무림,2021-02,58,795014,36652,Y,66434,Y,69134,Y,150824,Y,8,0.2936
환골탈태1|||와룡강,환골탈태1,와룡강,프로무림,2021-02,60,10678799,92245,Y,320042,Y,809445,Y,2062865,Y,7,0.4572
환골탈태2|||와룡강,환골탈태2,와룡강,프로무림,2021-02,60,645740,11590,Y,18720,Y,46900,Y,123030,Y,5,0.4525
환골탈태3|||와룡강,환골탈태3,와룡강,프로무림,2021-02,60,527030,10060,Y,19620,Y,50130,Y,112130,Y,5,0.4691
환골탈태4|||와룡강,환골탈태4,와룡강,프로무림,2021-02,60,420070,10330,Y,17100,Y,44570,Y,118270,Y,5,0.5521
환골탈태5|||와룡강,환골탈태5,와룡강,프로무림,2021-02,60,583040,14040,Y,30610,Y,64560,Y,138860,Y,6,0.3524
환골탈태6|||와룡강,환골탈태6,와룡강,프로무림,2021-02,60,403800,5930,Y,15930,Y,39980,Y,95080,Y,5,0.4401
환골탈태7|||와룡강,환골탈태7,와룡강,프로무림,2021-02,60,402600,5930,Y,17460,Y,39800,Y,96600,Y,5,0.4517
환골탈태8|||와룡강,환골탈태8,와룡강,프로무림,2021-02,60,1434704,20870,Y,35910,Y,108870,Y,302470,Y,6,0.477
환락도보행|||이광주,환락도보행,이광주,프로무림,2021-02,2,9730,9100,Y,9730,Y,9730,Y,9730,Y,1,1.0
환락살수|||검궁인,환락살수,검궁인,프로무림,2021-02,60,555712,12520,Y,39148,Y,83336,Y,169767,Y,10,0.2539
환상비도|||사마달,환상비도,사마달,프로무림,2021-02,60,508476,1742,Y,16337,Y,54777,Y,112488,Y,10,0.318
환생무적|||눈매,환생무적,눈매,포텐,2021-02,59,95712006,4076905,Y,7374718,Y,17452397,Y,36767138,Y,14,0.6199
환희밀공|||설봉,환희밀공,설봉,프로무림,2021-02,50,644670,24400,Y,55100,Y,85900,Y,207600,Y,4,0.6474
활의 마법사|||마구니,활의 마법사,마구니,프로무림,2021-02,40,124928,7442,Y,10343,Y,15152,Y,37383,Y,7,0.4232
황|||천중행,황,천중행,프로무림,2021-02,59,1037354,24113,Y,75633,Y,156380,Y,278558,Y,7,0.4125
황금백수|||나한,황금백수,나한,프로무림,2021-02,59,25932717,751588,Y,2992445,Y,5157379,Y,9168539,Y,9,0.3828
황금수|||나한,황금수,나한,프로무림,2021-02,59,10814705,154120,Y,892753,Y,2004981,Y,3603755,Y,9,0.537
황금신수|||나한,황금신수,나한,프로무림,2021-02,55,10251957,272510,Y,1082004,Y,2079177,Y,2987191,Y,9,0.5849
황금제국|||이원호,황금제국,이원호,프로무림,2021-02,57,774150,12000,Y,69000,Y,106500,Y,196500,Y,3,0.8092
황성고검|||천중행,황성고검,천중행,프로무림,2021-02,58,313707,4382,Y,24295,Y,41823,Y,72861,Y,8,0.3247
황정허무검|||황정검,황정허무검,황정검,프로무림,2021-02,41,1381937,23072,Y,98490,Y,201994,Y,360535,Y,7,0.4112
황제의 꿈|||이원호,황제의 꿈,이원호,프로무림,2021-02,57,2904500,72000,Y,207000,Y,321000,Y,474000,Y,4,0.9051
황혼야우|||청운하,황혼야우,청운하,프로무림,2021-02,57,256843,2606,Y,9852,Y,28639,Y,59940,Y,8,0.5618
황혼의 문명|||라이먼,황혼의 문명,라이먼,프로무림,2021-02,58,837899,21376,Y,49248,Y,144051,Y,336684,Y,9,0.5139
황홀한 연애|||화연궁,황홀한 연애,화연궁,프로무림,2021-02,7,38520,1800,Y,6300,Y,29520,Y,31320,Y,3,0.7471
회귀했더니 개쩔더라|||쌈마이,회귀했더니 개쩔더라,쌈마이,포텐,2021-02,51,353251,13510,Y,43918,Y,55258,Y,117992,Y,2,0.9968
회귀했더니 쩔더라|||쌈마이,회귀했더니 쩔더라,쌈마이,포텐,2021-02,57,2057909,7560,Y,15684,Y,15804,Y,931310,Y,12,0.4775
효종|||강동호,효종,강동호,포텐,2021-02,60,51818825,864296,Y,4087770,Y,9368248,Y,18548724,Y,20,0.3188
휘파람|||이원호,휘파람,이원호,프로무림,2021-02,53,839021,17700,Y,44400,Y,76200,Y,133800,Y,5,0.583
흑도대종사|||서효원,흑도대종사,서효원,프로무림,2021-02,59,721539,18060,Y,43014,Y,82914,Y,190369,Y,10,0.3935
흑도전사|||임이모,흑도전사,임이모,프로무림,2021-02,39,219400,13496,Y,30149,Y,66045,Y,77945,Y,6,0.4598
흑랑전기|||사마달,흑랑전기,사마달,프로무림,2021-02,55,199771,6630,Y,8292,Y,29934,Y,57449,Y,7,0.2898
흑막의 신|||조건상,흑막의 신,조건상,프로무림,2021-02,39,757510,45340,Y,59050,Y,152780,Y,338490,Y,4,0.5868
흑백강호|||와룡강,흑백강호,와룡강,프로무림,2021-02,59,2003596,22750,Y,82250,Y,154750,Y,332250,Y,12,0.4086
흑사월|||청운하,흑사월,청운하,프로무림,2021-02,57,275887,2938,Y,16455,Y,31561,Y,64361,Y,9,0.3328
흑야|||강태산,흑야,강태산,프로무림,2021-02,58,318285,2491,Y,23699,Y,34696,Y,61277,Y,9,0.378
흑야|||이원호,흑야,이원호,프로무림,2021-02,32,165519,9000,Y,27900,Y,32400,Y,61200,Y,5,0.3235
흑염마도|||김현각,흑염마도,김현각,프로무림,2021-02,59,1909723,29090,Y,90184,Y,209808,Y,337313,Y,14,0.419
흑천룡|||사마달,흑천룡,사마달,프로무림,2021-02,59,1085946,31060,Y,76616,Y,176309,Y,325108,Y,10,0.3141
흑첨향|||천중행,흑첨향,천중행,프로무림,2021-02,60,572778,9660,Y,43325,Y,65949,Y,116273,Y,8,0.467
흑풍령|||사마달,흑풍령,사마달,프로무림,2021-02,59,1761805,45281,Y,143226,Y,307688,Y,500430,Y,10,0.262
흙수저 회귀로 재벌되다|||커피와함께,흙수저 회귀로 재벌되다,커피와함께,포텐,2021-02,60,52748796,1333312,Y,6162216,Y,8889891,Y,13433024,Y,18,0.2992
히어로|||이원호,히어로,이원호,프로무림,2021-02,47,178984,5200,Y,15800,Y,35300,Y,44500,Y,1,1.0
六 친구여 그대는 진정한 무림의 태양이다|||사마달,六 친구여 그대는 진정한 무림의 태양이다,사마달,프로무림,2021-02,56,260540,5600,Y,10080,Y,21280,Y,39270,Y,2,0.8503
1422만 포인트로 환생하기|||호드,1422만 포인트로 환생하기,호드,포텐,2021-03,35,355360,24550,Y,40150,Y,56300,Y,199662,Y,6,0.411
16장 미르 사라지다4|||임영태,16장 미르 사라지다4,임영태,프로무림,2021-03,51,153650,840,Y,5810,Y,11900,Y,28210,Y,1,1.0
34 마성의 최후3|||서효원,34 마성의 최후3,서효원,프로무림,2021-03,28,91200,1800,Y,4500,Y,12600,Y,15300,Y,1,1.0
34 제국의 아침5|||비류수,34 제국의 아침5,비류수,프로무림,2021-03,8,45600,9600,Y,9600,Y,9600,Y,10500,Y,1,1.0
52 최후의 결전2|||동윤,52 최후의 결전2,동윤,프로무림,2021-03,11,57600,300,Y,3400,Y,3400,Y,3400,Y,1,1.0
걸황무적|||송재일,걸황무적,송재일,포텐,2021-03,58,103704346,2432534,Y,23958701,Y,37164697,Y,59419450,Y,3,0.9658
검은 달 그림자|||사이딘,검은 달 그림자,사이딘,프로무림,2021-03,22,403775,13230,Y,35280,Y,61740,Y,91140,Y,1,1.0
고향으로|||강태산,고향으로,강태산,프로무림,2021-03,46,100520,140,Y,2380,Y,9030,Y,20790,Y,1,1.0
그렇군요|||송재일,그렇군요,송재일,포텐,2021-03,3,210,70,Y,140,Y,140,Y,140,Y,1,1.0
김석산 파이브|||지미신,김석산 파이브,지미신,프로무림,2021-03,8,29934,3000,Y,3000,Y,6000,Y,9000,Y,3,0.3333
나 혼자만 올마스터|||성덕聲悳,나 혼자만 올마스터,성덕聲悳,포텐,2021-03,44,206738,9730,Y,24990,Y,21490,Y,88402,Y,5,0.5603
남자가 무슨 눈물을 쪽팔리게시리 쯔쯔쯔|||송재일,남자가 무슨 눈물을 쪽팔리게시리 쯔쯔쯔,송재일,포텐,2021-03,3,210,70,Y,140,Y,140,Y,140,Y,1,1.0
낭인신화|||아도인,낭인신화,아도인,프로무림,2021-03,42,69819,630,Y,3780,Y,8693,Y,17445,Y,6,0.2889
너의 스탯이 보여|||월운,너의 스탯이 보여,월운,포텐,2021-03,4,507150,211302,Y,486990,Y,507150,Y,507150,Y,2,0.5834
노가다 마스터|||깃털펜,노가다 마스터,깃털펜,프로무림,2021-03,11,11660,8200,Y,7200,Y,7200,Y,9900,Y,3,0.8586
놀랍군요|||송재일,놀랍군요,송재일,포텐,2021-03,3,210,70,Y,140,Y,140,Y,140,Y,1,1.0
뇌정혈雷2|||강태산,뇌정혈雷2,강태산,프로무림,2021-03,48,81442,2945,Y,9105,Y,16460,Y,23950,Y,8,0.263
뇌정혈雷3|||강태산,뇌정혈雷3,강태산,프로무림,2021-03,45,67782,1260,Y,8050,Y,14280,Y,21140,Y,6,0.3543
뇌정혈雷4|||강태산,뇌정혈雷4,강태산,프로무림,2021-03,50,164888,2450,Y,8680,Y,32340,Y,51590,Y,8,0.3175
대가집 망나니|||백범(白帆),대가집 망나니,백범(白帆),포텐,2021-03,28,5417753,35840,Y,758310,Y,2307784,Y,3708449,Y,11,0.2439
더 크리처|||임경배,더 크리처,임경배,프로무림,2021-03,6,51520,8960,Y,17920,Y,17920,Y,51520,Y,1,1.0
더 티처HE EACHER|||가람검,더 티처HE EACHER,가람검,프로무림,2021-03,17,45756,5390,Y,6020,Y,7910,Y,15470,Y,4,0.733
던전 마제스티|||박제후,던전 마제스티,박제후,프로무림,2021-03,16,373260,82900,Y,150800,Y,176600,Y,236600,Y,10,0.1775
독왕유고 화|||설봉,독왕유고 화,설봉,프로무림,2021-03,7,6200,700,Y,1300,Y,1300,Y,2100,Y,1,1.0
돈 주면 힐 해준다|||환수림,돈 주면 힐 해준다,환수림,포텐,2021-03,58,16673650,2332437,Y,8161775,Y,10348272,Y,11417603,Y,26,0.4691
돌아갈 길|||사마달,돌아갈 길,사마달,프로무림,2021-03,42,104860,840,Y,2870,Y,12950,Y,22610,Y,2,0.808
랑3|||강태산,랑3,강태산,프로무림,2021-03,41,61858,630,Y,2520,Y,5180,Y,7700,Y,3,0.3455
리리아|||인기영,리리아,인기영,프로무림,2021-03,27,76540,630,Y,4130,Y,6650,Y,10430,Y,3,0.6376
망자 사냥꾼|||지완,망자 사냥꾼,지완,프로무림,2021-03,5,15300,900,Y,900,Y,900,Y,900,Y,1,1.0
모르겠다 지금 이 심정을|||송재일,모르겠다 지금 이 심정을,송재일,포텐,2021-03,3,210,70,Y,140,Y,140,Y,140,Y,1,1.0
무림변화|||송재일,무림변화,송재일,포텐,2021-03,3,210,70,Y,140,Y,140,Y,140,Y,1,1.0
백미혈|||몽월,백미혈,몽월,프로무림,2021-03,49,451045,100,Y,92800,Y,98200,Y,135300,Y,4,0.7502
버킨|||라이먼,버킨,라이먼,프로무림,2021-03,27,85978,3862,Y,10174,Y,30691,Y,36119,Y,2,0.5969
불굴|||이원호,불굴,이원호,프로무림,2021-03,15,48990,1800,Y,5400,Y,5400,Y,10800,Y,1,1.0
블럭 월드 제국14|||로드폴드,블럭 월드 제국14,로드폴드,프로무림,2021-03,7,5000,200,Y,800,Y,800,Y,800,Y,1,1.0
삼혈목1|||강태산,삼혈목1,강태산,프로무림,2021-03,33,30479,388,Y,3470,Y,4575,Y,7321,Y,3,0.7231
삼혈목3|||강태산,삼혈목3,강태산,프로무림,2021-03,41,82891,1890,Y,1890,Y,3780,Y,7000,Y,3,0.81
소공자 가출사건|||지미신,소공자 가출사건,지미신,포텐,2021-03,20,90442,4032,Y,6272,Y,30982,Y,46732,Y,5,0.6741
소림철불|||종린,소림철불,종린,프로무림,2021-03,30,44770,770,Y,2041,Y,5821,Y,9331,Y,5,0.3526
신독보강호 삽화판|||검궁인,신독보강호 삽화판,검궁인,프로무림,2021-03,49,92357,630,Y,4094,Y,6479,Y,16938,Y,4,0.5207
신들의 전쟁|||정우식,신들의 전쟁,정우식,프로무림,2021-03,11,44460,5700,Y,5700,Y,8700,Y,12600,Y,2,0.7619
신마열|||강태산,신마열,강태산,프로무림,2021-03,53,295457,3558,Y,29364,Y,48147,Y,79229,Y,9,0.4506
십일 장 절대선 절대악2|||사마달,십일 장 절대선 절대악2,사마달,프로무림,2021-03,7,2520,140,Y,140,Y,210,Y,210,Y,1,1.0
암흑제왕|||아도인,암흑제왕,아도인,프로무림,2021-03,45,107995,1960,Y,5107,Y,10075,Y,18225,Y,4,0.3956
야수의 제왕|||무영,야수의 제왕,무영,프로무림,2021-03,38,176516,789,Y,3152,Y,20742,Y,30002,Y,4,0.72
영웅부활|||인기영,영웅부활,인기영,프로무림,2021-03,45,179263,1260,Y,3780,Y,8890,Y,22120,Y,4,0.5696
오후에 시간 좀 비워 둬라|||송재일,오후에 시간 좀 비워 둬라,송재일,포텐,2021-03,3,210,70,Y,140,Y,140,Y,140,Y,1,1.0
옥면호리|||강태산,옥면호리,강태산,프로무림,2021-03,39,109093,1487,Y,5685,Y,15911,Y,38600,Y,6,0.2583
용병왕 칼리|||박재학,용병왕 칼리,박재학,프로무림,2021-03,56,966254,2700,Y,45120,Y,65800,Y,94760,Y,7,0.5426
위드카일러|||가람검,위드카일러,가람검,프로무림,2021-03,50,339178,6156,Y,38027,Y,72530,Y,106921,Y,8,0.4936
으 음|||송재일,으 음,송재일,포텐,2021-03,3,210,70,Y,140,Y,140,Y,140,Y,1,1.0
음 그냥 그렇다는 말일|||송재일,음 그냥 그렇다는 말일,송재일,포텐,2021-03,3,210,70,Y,140,Y,140,Y,140,Y,1,1.0
일로제검|||유청림,일로제검,유청림,프로무림,2021-03,29,43899,1182,Y,2178,Y,6308,Y,9094,Y,3,0.7159
적룡왕|||김형석,적룡왕,김형석,프로무림,2021-03,19,110887,9450,Y,12950,Y,16100,Y,35910,Y,3,0.5614
절대쌍웅|||군옥당,절대쌍웅,군옥당,프로무림,2021-03,40,80804,427,Y,5060,Y,9979,Y,18920,Y,6,0.2775
정의구현으로 레벨 업|||휴헤,정의구현으로 레벨 업,휴헤,포텐,2021-03,58,44084048,660285,Y,4180972,Y,5173129,Y,6031233,Y,6,0.9211
제 장 끝에서 다시 시작으로3|||사마달,제 장 끝에서 다시 시작으로3,사마달,프로무림,2021-03,24,39480,1260,Y,5670,Y,5670,Y,7560,Y,1,1.0
제 장 모든 것의 끝2|||사마달,제 장 모든 것의 끝2,사마달,프로무림,2021-03,21,23030,420,Y,420,Y,1330,Y,4340,Y,1,1.0
제 장 봉 문|||사마달,제 장 봉 문,사마달,프로무림,2021-03,32,44590,1890,Y,3150,Y,6930,Y,13510,Y,2,0.9326
제 장 피 피 피|||사마달,제 장 피 피 피,사마달,프로무림,2021-03,31,32690,1120,Y,4690,Y,10430,Y,14910,Y,1,1.0
제28장 죽음 뒤에 남는 것|||사마달,제28장 죽음 뒤에 남는 것,사마달,프로무림,2021-03,13,7770,840,Y,840,Y,1960,Y,1960,Y,1,1.0
제30장 끝난 뒤에 남은 것은 아무것도 없다|||사마달,제30장 끝난 뒤에 남은 것은 아무것도 없다,사마달,프로무림,2021-03,42,68950,1890,Y,6300,Y,11340,Y,18900,Y,1,1.0
제31장 도검창천후|||사마달,제31장 도검창천후,사마달,프로무림,2021-03,47,88481,1890,Y,2520,Y,6300,Y,17640,Y,2,0.9286
제31장 최후의 여정|||서효원,제31장 최후의 여정,서효원,프로무림,2021-03,36,105100,3600,Y,3600,Y,9000,Y,14400,Y,1,1.0
제35장 검을 그대 가슴에2|||서효원,제35장 검을 그대 가슴에2,서효원,프로무림,2021-03,35,126600,2700,Y,5400,Y,8100,Y,11700,Y,1,1.0
제35장 숭산이여 말하지 말라|||서효원,제35장 숭산이여 말하지 말라,서효원,프로무림,2021-03,36,108500,2700,Y,8100,Y,11700,Y,21600,Y,1,1.0
제36장 천애폭풍의 종장|||서효원,제36장 천애폭풍의 종장,서효원,프로무림,2021-03,42,191800,3600,Y,9900,Y,18900,Y,33500,Y,2,0.7254
제45장 천하제일검5|||설봉,제45장 천하제일검5,설봉,프로무림,2021-03,22,102700,2400,Y,5900,Y,6500,Y,15400,Y,1,1.0
제56장 가화불여야화향不|||설봉,제56장 가화불여야화향不,설봉,프로무림,2021-03,29,590200,19200,Y,21000,Y,27400,Y,93900,Y,2,0.886
제72장 유마흔 나와|||강태산,제72장 유마흔 나와,강태산,프로무림,2021-03,57,231140,140,Y,7140,Y,20720,Y,68950,Y,2,0.6274
제장 그리고|||사마달,제장 그리고,사마달,프로무림,2021-03,46,112840,1890,Y,4690,Y,12530,Y,17570,Y,2,0.8606
제장 만남|||사마달,제장 만남,사마달,프로무림,2021-03,50,128450,1890,Y,4340,Y,12390,Y,13650,Y,2,0.9231
졸부 집 망나니|||백범(白帆),졸부 집 망나니,백범(白帆),포텐,2021-03,58,38461846,679218,Y,1289786,Y,4363494,Y,7689190,Y,8,0.4218
종장 되살아난 기억|||청산,종장 되살아난 기억,청산,프로무림,2021-03,38,144480,5040,Y,8820,Y,21420,Y,43610,Y,2,0.8812
청춘 대한민국|||이원호,청춘 대한민국,이원호,프로무림,2021-03,50,246748,8000,Y,11600,Y,21300,Y,56600,Y,6,0.424
초우 도서전|||초우,초우 도서전,초우,프로무림,2021-03,3,204120,68040,Y,68040,Y,68040,Y,68040,Y,1,1.0
초인전쟁|||진현,초인전쟁,진현,프로무림,2021-03,43,214355,11368,Y,52285,Y,60358,Y,73422,Y,6,0.6023
초혼무|||와룡강,초혼무,와룡강,프로무림,2021-03,7,130320,15120,Y,15120,Y,15120,Y,22320,Y,1,1.0
추경록|||종린,추경록,종린,프로무림,2021-03,13,10478,840,Y,840,Y,840,Y,1343,Y,2,0.6255
카사노바 플레이어|||신사J,카사노바 플레이어,신사J,프로무림,2021-03,6,22900,4100,Y,4800,Y,4800,Y,17100,Y,2,0.9064
포황룡|||아도인,포황룡,아도인,프로무림,2021-03,43,88188,770,Y,6765,Y,14220,Y,24311,Y,6,0.406
폭풍전야暴 암룡편|||선규,폭풍전야暴 암룡편,선규,프로무림,2021-03,31,34213,592,Y,1849,Y,5802,Y,9947,Y,4,0.6122
혈신 본 이젠 정리하자|||강태산,혈신 본 이젠 정리하자,강태산,프로무림,2021-03,13,13580,420,Y,420,Y,4270,Y,4270,Y,1,1.0
혈야등|||청운하,혈야등,청운하,프로무림,2021-03,46,134236,5110,Y,8330,Y,9455,Y,18135,Y,5,0.4516
혈풍천하|||권용찬,혈풍천하,권용찬,프로무림,2021-03,24,21000,700,Y,2100,Y,2800,Y,3500,Y,1,1.0
호협천추|||강태산,호협천추,강태산,프로무림,2021-03,32,124120,70,Y,5320,Y,13545,Y,20895,Y,6,0.258
흑마법사 행보관되다|||성덕聲德,흑마법사 행보관되다,성덕聲德,프로무림,2021-03,2,4100,3200,Y,3200,Y,3200,Y,3200,Y,1,1.0
흑야|||종린,흑야,종린,프로무림,2021-03,13,8063,210,Y,210,Y,373,Y,1003,Y,2,0.7906
34 대지의 일 인|||서효원,34 대지의 일 인,서효원,프로무림,2021-04,40,130800,900,Y,1800,Y,9000,Y,25300,Y,2,0.8538
간웅|||조건상,간웅,조건상,프로무림,2021-04,15,545930,1400,Y,21490,Y,63980,Y,63980,Y,1,1.0
드래곤 엔터테인먼트|||지미신,드래곤 엔터테인먼트,지미신,프로무림,2021-04,17,75064,800,Y,14600,Y,31600,Y,48100,Y,6,0.6071
라인 온 더 뱀파이어|||편린,라인 온 더 뱀파이어,편린,프로무림,2021-04,6,13055,2100,Y,4200,Y,4200,Y,4200,Y,2,0.5
랑2|||강태산,랑2,강태산,프로무림,2021-04,32,36260,630,Y,1890,Y,3150,Y,5040,Y,1,1.0
마녀의 전설|||백상준,마녀의 전설,백상준,프로무림,2021-04,3,4970,2450,Y,2450,Y,2450,Y,2450,Y,1,1.0
무림천하|||김형석,무림천하,김형석,프로무림,2021-04,11,28028,4480,Y,4480,Y,6370,Y,7630,Y,3,0.5872
무원|||매설헌,무원,매설헌,프로무림,2021-04,10,11667,630,Y,1260,Y,1260,Y,1260,Y,1,1.0
복싱 가이드|||비수,복싱 가이드,비수,프로무림,2021-04,12,43324,900,Y,1800,Y,1800,Y,16200,Y,3,0.5556
스폰서 재벌 암살사건|||정현웅,스폰서 재벌 암살사건,정현웅,프로무림,2021-04,7,28160,4000,Y,4000,Y,8800,Y,12800,Y,2,0.6875
"십대천왕|||사마달,일주향",십대천왕,"사마달,일주향",프로무림,2021-04,2,17100,10800,Y,10800,Y,10800,Y,10800,Y,1,1.0
아머드 쓰론|||먼스타,아머드 쓰론,먼스타,포텐,2021-04,16,70150,2900,Y,9870,Y,9970,Y,9970,Y,3,0.7623
암왕|||장경,암왕,장경,프로무림,2021-04,1,8960,8960,Y,8960,Y,8960,Y,8960,Y,1,1.0
제 장 그들의 미래3|||사마달,제 장 그들의 미래3,사마달,프로무림,2021-04,25,27440,1890,Y,3780,Y,3780,Y,5670,Y,1,1.0
제 장 다시 찾은 소림 날아간 독수리5|||사마달,제 장 다시 찾은 소림 날아간 독수리5,사마달,프로무림,2021-04,38,57540,1960,Y,3220,Y,5110,Y,6440,Y,2,0.6848
제 장 떠나버린 겨울새4|||사마달,제 장 떠나버린 겨울새4,사마달,프로무림,2021-04,26,59080,5110,Y,8890,Y,8890,Y,10710,Y,1,1.0
제27장 멈추지 않는 流의 하늘3|||사마달,제27장 멈추지 않는 流의 하늘3,사마달,프로무림,2021-04,48,109270,6790,Y,11830,Y,17920,Y,24850,Y,2,0.7099
제33장 최후의 마전3|||서효원,제33장 최후의 마전3,서효원,프로무림,2021-04,44,133100,1800,Y,3600,Y,7200,Y,21000,Y,2,0.6429
제36장 무림에서 가장 강한 자2|||서효원,제36장 무림에서 가장 강한 자2,서효원,프로무림,2021-04,42,173300,1800,Y,1800,Y,6300,Y,23500,Y,2,0.5787
제59장 고금 최강의 절3|||청산,제59장 고금 최강의 절3,청산,프로무림,2021-04,17,35350,630,Y,5040,Y,10710,Y,16380,Y,1,1.0
제97장 세계여행3|||박재학,제97장 세계여행3,박재학,프로무림,2021-04,51,711620,6650,Y,17850,Y,37450,Y,97160,Y,3,0.4906
창천비도|||구세,창천비도,구세,프로무림,2021-04,37,154015,4791,Y,13751,Y,53744,Y,82423,Y,5,0.6837
천봉종왕기|||설봉,천봉종왕기,설봉,프로무림,2021-04,31,236625,11400,Y,11400,Y,25500,Y,48800,Y,3,0.8525
치우의 탈|||글도깨비,치우의 탈,글도깨비,프로무림,2021-04,29,151323,9300,Y,13500,Y,17200,Y,17200,Y,3,0.5756
쿠베린|||이수영,쿠베린,이수영,프로무림,2021-04,12,151624,5292,Y,29792,Y,29792,Y,29792,Y,2,0.5263
타락공자|||청산,타락공자,청산,프로무림,2021-04,12,177891,45360,Y,56700,Y,74620,Y,128380,Y,1,1.0
32 마도 최후의 날2|||서효원,32 마도 최후의 날2,서효원,프로무림,2021-05,38,86300,2700,Y,2700,Y,3600,Y,9600,Y,2,0.9375
경찰청 그 꼴통|||백범(白帆),경찰청 그 꼴통,백범(白帆),포텐,2021-05,56,42732670,441098,Y,19208422,Y,28412252,Y,35349313,Y,2,0.9875
능력 믿고 막 간다2|||반취객,능력 믿고 막 간다2,반취객,포텐,2021-05,3,4410,630,Y,630,Y,630,Y,630,Y,1,1.0
능력 믿고 막 간다3|||반취객,능력 믿고 막 간다3,반취객,포텐,2021-05,2,3570,630,Y,630,Y,630,Y,630,Y,1,1.0
능력 믿고 막 간다4|||반취객,능력 믿고 막 간다4,반취객,포텐,2021-05,2,3150,630,Y,630,Y,630,Y,630,Y,1,1.0
능력 믿고 막 간다5|||반취객,능력 믿고 막 간다5,반취객,포텐,2021-05,2,3150,630,Y,630,Y,630,Y,630,Y,1,1.0
능력 믿고 막 간다6|||반취객,능력 믿고 막 간다6,반취객,포텐,2021-05,2,3360,840,Y,840,Y,840,Y,840,Y,1,1.0
마왕군 전입을 명 받았습니다|||하늘곰,마왕군 전입을 명 받았습니다,하늘곰,포텐,2021-05,57,114609602,3102765,Y,26701760,Y,42022951,Y,56489427,Y,10,0.4846
마왕으로 산다|||하늘곰,마왕으로 산다,하늘곰,포텐,2021-05,56,26200783,2069117,Y,6188489,Y,10175607,Y,16543758,Y,6,0.9697
붉은 나비 혈접인 중|||사마달,붉은 나비 혈접인 중,사마달,프로무림,2021-05,23,24521,2115,Y,5880,Y,6321,Y,7752,Y,3,0.7237
블랙 라벨|||전남규,블랙 라벨,전남규,포텐,2021-05,57,67795916,38220,Y,13932672,Y,21119654,Y,30200479,Y,15,0.8086
삼절지존|||와룡강,삼절지존,와룡강,프로무림,2021-05,12,291060,26460,Y,26460,Y,26460,Y,51660,Y,1,1.0
스토킹마스터Stalking Master|||이유성,스토킹마스터Stalking Master,이유성,프로무림,2021-05,6,3209,137,Y,137,Y,310,Y,526,Y,1,1.0
악마의 귀환|||김무열,악마의 귀환,김무열,프로무림,2021-05,5,1802,500,Y,700,Y,700,Y,800,Y,1,1.0
전생검신|||구로수번,전생검신,구로수번,포텐,2021-05,56,1514477622,12908878,Y,62678504,Y,176510299,Y,384296182,Y,10,0.6714
제52장 의|||와룡강,제52장 의,와룡강,프로무림,2021-05,39,294530,630,Y,3030,Y,27530,Y,87530,Y,1,1.0
진정한 절대자들|||천중행,진정한 절대자들,천중행,프로무림,2021-05,17,22610,210,Y,980,Y,1260,Y,3990,Y,1,1.0
천방지축 난리법석3|||강태산,천방지축 난리법석3,강태산,프로무림,2021-05,33,62778,1260,Y,5355,Y,10017,Y,12747,Y,5,0.4448
최종진화소년|||지미신,최종진화소년,지미신,프로무림,2021-05,6,20434,7000,Y,7000,Y,7000,Y,7000,Y,2,0.5
추혈객|||설봉,추혈객,설봉,프로무림,2021-05,40,349047,3200,Y,5900,Y,24700,Y,53600,Y,4,0.7761
핵재벌 개망나니2|||방탄리무진,핵재벌 개망나니2,방탄리무진,포텐,2021-05,1,700,700,Y,700,Y,700,Y,700,Y,1,1.0
핵재벌 개망나니3|||방탄리무진,핵재벌 개망나니3,방탄리무진,포텐,2021-05,1,700,700,Y,700,Y,700,Y,700,Y,1,1.0
힘 마스터|||강철민,힘 마스터,강철민,포텐,2021-05,57,137025753,1555594,Y,7542018,Y,20005470,Y,54622474,Y,17,0.3964
Baseball Country|||김군0619,Baseball Country,김군0619,포텐,2021-06,54,1798482,21780,Y,96935,Y,308095,Y,617266,Y,5,0.4922
검마전기 그라인더|||남수아,검마전기 그라인더,남수아,프로무림,2021-06,2,4130,3500,Y,3500,Y,3500,Y,3500,Y,1,1.0
