작품,작가,출판사,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,총합
용투야,천중행,프로무림,11978.0,3844.0,11001.0,11674.0,15235.0,9521.0,6712.0,6532.0,7721.0,4390.0,1850.0,14761.0,2898.0,6516.0,3150.0,7797.0,10903.0,9303.0,8105.0,8978.0,6303.0,10093.0,20342.0,20616.0,6742.0,7714.0,6052.0,8838.0,5173.0,5739.0,4297.0,4473.0,4941.0,6422.0,8190.0,14283.0,5797.0,19885.0,5221.0,4406.0,12666.0,17484.0,13608.0,4058.0,5547.0,3591.0,12189.0,8021.0,8190.0,12359.0,7336.0,6755.0,10764.0,10113.0,592.0,2944.0,732.0,7481.0,8190.0,7679.0,498695.0
요마겁,강태산,프로무림,5440.0,23376.0,7744.0,4964.0,16828.0,3195.0,19281.0,5493.0,7191.0,19958.0,4802.0,20186.0,16116.0,6579.0,16073.0,6575.0,4713.0,525.0,15971.0,1737.0,12323.0,4061.0,46450.0,17509.0,3780.0,5989.0,7792.0,27874.0,9536.0,14159.0,13707.0,7673.0,4410.0,8518.0,0.0,7000.0,3289.0,876.0,11270.0,8820.0,6865.0,3700.0,4410.0,0.0,10080.0,2100.0,1890.0,6137.0,3363.0,4558.0,5436.0,5225.0,3868.0,3774.0,4245.0,0.0,3439.0,4616.0,2520.0,0.0,498009.0
악중협,청산,프로무림,13428.0,7490.0,8215.0,10080.0,21404.0,5988.0,11970.0,2189.0,8190.0,12320.0,0.0,7308.0,6048.0,5085.0,6930.0,5256.0,14112.0,7095.0,18973.0,12600.0,5040.0,5040.0,23660.0,23030.0,9196.0,10299.0,4410.0,7497.0,10744.0,6300.0,6930.0,10080.0,16884.0,5670.0,4799.0,5866.0,13937.0,8568.0,2520.0,2897.0,5803.0,1890.0,7934.0,9310.0,18510.0,1764.0,0.0,0.0,18368.0,2520.0,0.0,14210.0,10241.0,7497.0,2520.0,2520.0,6300.0,10430.0,0.0,9618.0,497483.0
S2급 결혼 헌터,백견(百見) ,포텐,2016.0,8960.0,6720.0,0.0,16800.0,0.0,16380.0,31360.0,15232.0,0.0,23450.0,14560.0,31360.0,4480.0,4480.0,15680.0,12180.0,11200.0,2700.0,13900.0,4480.0,5383.0,0.0,0.0,8512.0,13440.0,15211.0,3238.0,231.0,15442.0,16914.0,7718.0,12040.0,3240.0,16600.0,2240.0,1620.0,4480.0,13999.0,11200.0,11040.0,14007.0,5220.0,1900.0,2160.0,3600.0,4860.0,5480.0,540.0,540.0,6020.0,12240.0,540.0,10960.0,14280.0,5390.0,0.0,1620.0,3780.0,5020.0,496643.0
상담 클리닉,얼끼,프로무림,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2240.0,51520.0,72800.0,28000.0,11200.0,12499.0,15680.0,32480.0,2016.0,10976.0,32032.0,2240.0,15008.0,8960.0,6765.0,8064.0,6048.0,19488.0,16352.0,11200.0,13440.0,6720.0,20160.0,2016.0,22848.0,8736.0,6720.0,7680.0,15680.0,8064.0,4480.0,0.0,0.0,6518.0,6720.0,495350.0
제 장 중원십지의 영웅들,서효원,프로무림,200.0,9900.0,1800.0,4500.0,15300.0,4500.0,0.0,900.0,900.0,6300.0,17700.0,12900.0,4000.0,2700.0,5800.0,6800.0,8100.0,0.0,4500.0,7300.0,10800.0,7200.0,900.0,7500.0,6300.0,25000.0,9700.0,8300.0,6700.0,6800.0,6900.0,11000.0,25200.0,27300.0,12600.0,18900.0,17100.0,26400.0,900.0,5000.0,4500.0,12900.0,4100.0,9000.0,8100.0,900.0,8200.0,800.0,12100.0,1800.0,27300.0,12000.0,3600.0,5400.0,0.0,12900.0,5400.0,4500.0,1600.0,3600.0,493300.0
마인,검궁인,프로무림,10564.0,7518.0,3512.0,11323.0,22067.0,10239.0,7379.0,4026.0,7342.0,12046.0,15474.0,7556.0,8430.0,14125.0,4444.0,3682.0,8397.0,3649.0,9179.0,10418.0,9157.0,12107.0,7593.0,8624.0,9811.0,6331.0,10064.0,8366.0,16563.0,6055.0,12800.0,12543.0,3654.0,13714.0,10122.0,3191.0,20568.0,3249.0,9213.0,3582.0,2876.0,9962.0,8840.0,3765.0,11678.0,892.0,2869.0,2754.0,10354.0,7927.0,4239.0,4623.0,15192.0,3869.0,7716.0,1260.0,4964.0,9502.0,4454.0,6160.0,492573.0
환생혈마,관측불가,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12927.0,195390.0,93100.0,19040.0,38080.0,21347.0,2647.0,12776.0,1260.0,630.0,22183.0,14112.0,13171.0,0.0,2520.0,4410.0,12096.0,6930.0,0.0,1360.0,18396.0,0.0,0.0,0.0,0.0,0.0,492375.0
풍륜,사마달,프로무림,7098.0,8360.0,4466.0,6995.0,22708.0,10822.0,10368.0,6929.0,3786.0,3197.0,4290.0,5865.0,7600.0,11235.0,4702.0,5794.0,10080.0,1469.0,2989.0,18278.0,3930.0,3682.0,7650.0,8016.0,6369.0,9576.0,10038.0,12754.0,13080.0,11538.0,4200.0,10809.0,3678.0,6273.0,3156.0,10481.0,41748.0,12013.0,4759.0,27333.0,4450.0,5953.0,11431.0,4309.0,4872.0,0.0,11873.0,11087.0,7995.0,2234.0,3416.0,2377.0,5722.0,10159.0,5355.0,7838.0,2419.0,7677.0,7133.0,6152.0,490566.0
소야전기,사마달,프로무림,13644.0,7696.0,5502.0,4990.0,3131.0,20676.0,6701.0,17014.0,12347.0,12346.0,10945.0,11901.0,8224.0,16120.0,6079.0,4262.0,19210.0,4022.0,8952.0,8827.0,7979.0,9131.0,8043.0,4400.0,11786.0,6525.0,12834.0,11916.0,7041.0,630.0,7973.0,10210.0,3493.0,10809.0,680.0,4803.0,14257.0,5169.0,2818.0,7116.0,9378.0,6843.0,2774.0,1827.0,8358.0,2040.0,8918.0,26899.0,12072.0,3250.0,4110.0,7146.0,4837.0,5577.0,11113.0,10641.0,3843.0,0.0,4017.0,6376.0,490221.0
서큐버스 프로게이머,스즈나,올나이트노벨,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32697.0,5894.0,22575.0,36834.0,42325.0,72016.0,76884.0,112616.0,6020.0,15680.0,2240.0,8260.0,2240.0,15000.0,2473.0,35840.0,489594.0
무정마검,서효원,프로무림,14712.0,7164.0,4500.0,9600.0,0.0,4500.0,3600.0,2700.0,15546.0,5400.0,22352.0,3611.0,5400.0,20700.0,8454.0,5032.0,4800.0,1080.0,2700.0,4112.0,59983.0,6444.0,14472.0,11443.0,46336.0,6214.0,7878.0,4896.0,9028.0,2646.0,900.0,6084.0,4140.0,1800.0,2700.0,5822.0,6739.0,5040.0,14130.0,10555.0,9607.0,2099.0,8815.0,3901.0,7115.0,3780.0,0.0,4140.0,9600.0,2948.0,0.0,6486.0,3600.0,5699.0,7448.0,20016.0,7272.0,1944.0,3005.0,5712.0,486400.0
네안데르탈 각성차원의 지배자,테서스,올나이트노벨,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291277.0,132307.0,62489.0,486073.0
공작풍,사마달,프로무림,12617.0,11564.0,5954.0,13341.0,13647.0,6415.0,15627.0,15380.0,7654.0,9392.0,3003.0,7313.0,9747.0,11669.0,9273.0,11012.0,8323.0,5106.0,14200.0,6039.0,8624.0,12921.0,6718.0,2829.0,4121.0,5588.0,10912.0,4824.0,4197.0,7161.0,14519.0,4905.0,3032.0,0.0,3454.0,12618.0,3598.0,4576.0,16807.0,1825.0,6552.0,2629.0,5401.0,6444.0,7182.0,3615.0,9222.0,7883.0,7798.0,8255.0,17483.0,5778.0,7639.0,6652.0,15474.0,1890.0,4779.0,16561.0,4387.0,9749.0,485878.0
오렌다의 제국,권우현,프로무림,9121.0,17202.0,8595.0,12831.0,30058.0,4848.0,10104.0,13683.0,7866.0,7436.0,8438.0,32705.0,8101.0,2923.0,3965.0,15931.0,6064.0,6561.0,1215.0,6409.0,3553.0,5220.0,8860.0,1199.0,10395.0,4047.0,5151.0,630.0,8932.0,10580.0,19519.0,1990.0,15599.0,1987.0,630.0,1596.0,12139.0,6827.0,5503.0,4410.0,5361.0,630.0,18376.0,2579.0,0.0,0.0,0.0,25382.0,1196.0,4935.0,1990.0,0.0,20689.0,36942.0,1059.0,4548.0,1.0,4959.0,14084.0,0.0,485554.0
절검도,검궁인,프로무림,16192.0,5173.0,10061.0,4999.0,8671.0,2520.0,31174.0,7538.0,14907.0,16222.0,3245.0,3113.0,5405.0,5547.0,7111.0,5083.0,9294.0,4662.0,6680.0,971.0,6516.0,16741.0,9538.0,0.0,3854.0,2721.0,7119.0,4054.0,16206.0,7470.0,15606.0,7278.0,9309.0,15674.0,8991.0,3721.0,6845.0,12261.0,3897.0,9443.0,1258.0,11446.0,1260.0,8293.0,2703.0,40712.0,3767.0,6711.0,3150.0,10422.0,5567.0,2412.0,2908.0,2694.0,4561.0,5754.0,16593.0,5909.0,6879.0,3407.0,482218.0
지배의 법칙,민서,프로무림,22229.0,14487.0,8890.0,13119.0,27304.0,9797.0,17660.0,13448.0,5155.0,6787.0,11342.0,7490.0,23356.0,4033.0,6845.0,9492.0,11814.0,15950.0,6185.0,10515.0,4008.0,1260.0,11899.0,4311.0,1799.0,11125.0,2712.0,11460.0,14161.0,7841.0,8949.0,7802.0,14866.0,10358.0,7599.0,6034.0,480.0,2461.0,6978.0,1302.0,9035.0,5263.0,2714.0,2827.0,16416.0,10572.0,6603.0,4304.0,9538.0,1448.0,782.0,1106.0,1766.0,0.0,9632.0,6353.0,5198.0,3612.0,1360.0,343.0,482175.0
스톰 블레이드,진현,프로무림,15506.0,16481.0,13068.0,6628.0,16176.0,17500.0,11700.0,3266.0,20257.0,11849.0,15300.0,7460.0,13261.0,4418.0,7200.0,7737.0,10474.0,4500.0,7443.0,12189.0,11974.0,3836.0,3600.0,4500.0,14678.0,20892.0,9143.0,8371.0,16963.0,3127.0,1800.0,13344.0,4358.0,7904.0,5281.0,14031.0,0.0,1731.0,3600.0,6758.0,6654.0,20085.0,7704.0,9243.0,4500.0,4500.0,5400.0,900.0,9725.0,0.0,5400.0,900.0,4140.0,4500.0,6428.0,0.0,0.0,0.0,1313.0,10262.0,479958.0
신풍낙영,사마달,프로무림,12605.0,6837.0,6423.0,22400.0,3591.0,13699.0,1833.0,13184.0,10841.0,10223.0,3042.0,8153.0,2458.0,4753.0,7785.0,1582.0,21417.0,9442.0,2460.0,3480.0,12461.0,12276.0,33725.0,4204.0,2686.0,9954.0,12273.0,670.0,11043.0,5881.0,8060.0,2241.0,415.0,1260.0,14227.0,9314.0,4613.0,4552.0,6319.0,11555.0,7612.0,3616.0,1963.0,4617.0,16700.0,32382.0,9977.0,14418.0,5218.0,10379.0,2041.0,2545.0,2188.0,8428.0,6798.0,0.0,3070.0,9483.0,675.0,3645.0,479692.0
아렌,사이딘,프로무림,14700.0,33565.0,0.0,0.0,27685.0,9800.0,30135.0,4410.0,0.0,0.0,9800.0,0.0,26460.0,9800.0,7350.0,0.0,0.0,0.0,0.0,49735.0,12250.0,15435.0,0.0,36750.0,15680.0,2450.0,15435.0,15435.0,41650.0,2450.0,34300.0,0.0,12250.0,22785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13891.0,15435.0,0.0,0.0,479636.0
용신의 후예,김현각,포텐,15870.0,6148.0,7870.0,29120.0,70.0,70.0,6125.0,6489.0,10070.0,620.0,70.0,8750.0,10640.0,0.0,3010.0,16660.0,12915.0,6020.0,10777.0,2043.0,6472.0,6804.0,4508.0,3402.0,15113.0,12019.0,3150.0,9870.0,8750.0,11900.0,6381.0,0.0,18022.0,567.0,4977.0,5922.0,249.0,0.0,63.0,0.0,567.0,567.0,2569.0,1260.0,8694.0,0.0,0.0,0.0,104493.0,35000.0,0.0,5000.0,10000.0,10000.0,0.0,29979.0,0.0,0.0,0.0,0.0,479635.0
무당귀환,앤서,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365260.0,113626.0,478886.0
귀검행,서효원,프로무림,2899.0,802.0,2700.0,900.0,2700.0,43200.0,0.0,4500.0,2700.0,6300.0,20452.0,4500.0,10080.0,10433.0,1254.0,12725.0,32200.0,4500.0,13500.0,5132.0,7200.0,17640.0,6300.0,2700.0,16866.0,28859.0,11880.0,0.0,5400.0,7380.0,9600.0,900.0,8444.0,1530.0,13370.0,5612.0,2746.0,4691.0,7200.0,3600.0,18232.0,1980.0,8280.0,5616.0,14860.0,0.0,5940.0,9728.0,8700.0,4748.0,4320.0,0.0,24421.0,2673.0,9879.0,5108.0,2700.0,4212.0,1890.0,1524.0,478206.0
공공도수,청산,프로무림,7398.0,9475.0,8353.0,6153.0,5408.0,4839.0,10437.0,8885.0,15416.0,5537.0,2896.0,7742.0,2469.0,7180.0,8222.0,9914.0,16109.0,14809.0,9014.0,6708.0,13323.0,9450.0,10196.0,9513.0,7672.0,6542.0,12679.0,10458.0,5670.0,630.0,16469.0,4195.0,9198.0,9092.0,13029.0,13644.0,6327.0,8289.0,8750.0,5670.0,11864.0,4586.0,7061.0,5530.0,15687.0,9608.0,4347.0,0.0,1529.0,5618.0,8820.0,10533.0,6870.0,12126.0,3474.0,6300.0,1680.0,10866.0,0.0,0.0,474259.0
폭풍의 제황,박시원,포텐,9090.0,12726.0,8904.0,5605.0,25850.0,6651.0,5285.0,21884.0,23828.0,3577.0,12198.0,10605.0,10500.0,11214.0,2261.0,6867.0,0.0,4311.0,0.0,12271.0,0.0,3561.0,13198.0,13930.0,5618.0,26110.0,6951.0,9268.0,14462.0,6720.0,10570.0,16449.0,3920.0,490.0,10841.0,5416.0,7243.0,11047.0,10605.0,8576.0,18407.0,1477.0,1833.0,8865.0,19766.0,3855.0,2367.0,6993.0,5796.0,420.0,980.0,0.0,1392.0,0.0,10314.0,0.0,4107.0,8285.0,0.0,0.0,473459.0
현자귀환,류화수,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124880.0,236599.0,19307.0,18784.0,648.0,13916.0,34976.0,0.0,17801.0,4284.0,471195.0
나 홀로 고인물 플레이어,웹중,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4196.0,33618.0,4491.0,95609.0,15810.0,9622.0,214.0,33780.0,-2668.0,26142.0,43889.0,25590.0,2647.0,1953.0,3717.0,5819.0,166582.0,471011.0
학원 폭력물의 회귀 특전자,원하,올나이트노벨,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470291.0,470291.0
천명,검궁인,프로무림,12435.0,4920.0,5349.0,9943.0,28874.0,4697.0,8413.0,17929.0,10008.0,9169.0,4439.0,6168.0,11444.0,1335.0,8059.0,12873.0,2980.0,2747.0,4494.0,8245.0,6581.0,7913.0,9852.0,13827.0,9139.0,13716.0,5230.0,13570.0,14433.0,22597.0,5464.0,1501.0,12451.0,3970.0,6242.0,3825.0,7986.0,11466.0,1521.0,6285.0,10365.0,5305.0,4773.0,7529.0,2313.0,8666.0,4649.0,6723.0,7334.0,5269.0,3183.0,5628.0,3780.0,4151.0,7788.0,6474.0,6993.0,11937.0,1890.0,1445.0,468285.0
음양마검사,진현,프로무림,18907.0,7993.0,23097.0,11881.0,12559.0,3786.0,10346.0,10159.0,6881.0,11983.0,11717.0,6578.0,4321.0,12405.0,14173.0,2605.0,3578.0,3769.0,4510.0,10885.0,4141.0,1728.0,8942.0,2828.0,5936.0,10414.0,4636.0,10222.0,4258.0,9711.0,14514.0,6588.0,8749.0,1431.0,3600.0,6512.0,2486.0,8639.0,6300.0,11879.0,545.0,1321.0,12149.0,5014.0,3909.0,12513.0,20234.0,9635.0,3963.0,9675.0,9248.0,477.0,4490.0,2332.0,19174.0,7648.0,14475.0,1139.0,387.0,3399.0,467374.0
적혈룡,강태산,프로무림,14178.0,21148.0,25411.0,7258.0,12798.0,6136.0,8848.0,12618.0,6716.0,9747.0,6873.0,14859.0,5874.0,13851.0,5312.0,4291.0,8581.0,5407.0,10810.0,4974.0,5093.0,2809.0,23814.0,4723.0,15851.0,13841.0,3905.0,7298.0,12304.0,1762.0,8242.0,10699.0,3430.0,3282.0,6510.0,5662.0,8170.0,140.0,12096.0,9682.0,8106.0,10573.0,6440.0,3290.0,14091.0,1465.0,3239.0,980.0,8346.0,4881.0,6461.0,2531.0,2039.0,5524.0,3023.0,3148.0,11109.0,2080.0,2660.0,783.0,465772.0
패왕독보2,와룡강,프로무림,5940.0,20330.0,3690.0,2520.0,16800.0,3600.0,10800.0,15300.0,17800.0,3600.0,8900.0,8630.0,13400.0,4500.0,8000.0,10600.0,5400.0,8000.0,2700.0,8900.0,5300.0,6300.0,12300.0,3330.0,3600.0,6200.0,9800.0,4500.0,13200.0,15900.0,2700.0,16000.0,1800.0,10700.0,3600.0,9700.0,7200.0,4500.0,20601.0,6300.0,7830.0,11500.0,4230.0,9700.0,10700.0,2700.0,8900.0,1800.0,4400.0,7200.0,1800.0,1800.0,9800.0,1800.0,12300.0,2700.0,5300.0,7100.0,5300.0,5300.0,465101.0
무영탑,검궁인,프로무림,3690.0,11445.0,8856.0,11120.0,12180.0,8547.0,9201.0,13851.0,9621.0,9900.0,2114.0,5852.0,126.0,7135.0,8627.0,7092.0,18056.0,0.0,7898.0,9610.0,4945.0,15869.0,10454.0,12925.0,5040.0,6489.0,7056.0,8595.0,6414.0,10553.0,4748.0,6899.0,5982.0,9172.0,5886.0,7297.0,6778.0,15939.0,6903.0,17353.0,3742.0,8535.0,4158.0,7482.0,10623.0,3725.0,10657.0,3175.0,8212.0,8590.0,11179.0,4047.0,10151.0,3565.0,6300.0,4697.0,5241.0,1319.0,3552.0,3641.0,462809.0
리메모리,김민우,프로무림,5514.0,21124.0,11487.0,15325.0,2273.0,8888.0,27813.0,7494.0,3780.0,9601.0,4415.0,18827.0,3711.0,13580.0,5217.0,13709.0,12636.0,11456.0,7818.0,2631.0,8728.0,3641.0,1843.0,15779.0,13893.0,6844.0,14855.0,5708.0,2225.0,8006.0,5149.0,2958.0,18396.0,3503.0,5819.0,1701.0,17573.0,14629.0,565.0,10788.0,5706.0,12061.0,14319.0,4611.0,9193.0,2467.0,1247.0,9932.0,6128.0,4461.0,3795.0,2335.0,674.0,0.0,3548.0,6804.0,0.0,4304.0,0.0,0.0,461487.0
제132장 진남2,설봉,프로무림,12600.0,11400.0,12700.0,1400.0,900.0,67000.0,56900.0,14100.0,3000.0,6200.0,2300.0,0.0,3400.0,500.0,0.0,0.0,11800.0,2000.0,3400.0,10300.0,15100.0,13400.0,7100.0,19900.0,5800.0,1500.0,6000.0,100.0,900.0,7500.0,0.0,44100.0,9400.0,1600.0,0.0,100.0,0.0,6400.0,13900.0,100.0,700.0,4800.0,11500.0,7000.0,14200.0,8000.0,2100.0,2900.0,13600.0,7300.0,0.0,6600.0,4200.0,0.0,0.0,1700.0,0.0,0.0,800.0,2400.0,460600.0
영웅산맥,일주향,프로무림,4704.0,16520.0,14915.0,7646.0,11568.0,2908.0,11540.0,17841.0,12241.0,11713.0,8665.0,7683.0,9127.0,13753.0,1077.0,4320.0,1027.0,6654.0,6258.0,12588.0,8784.0,1427.0,6528.0,12983.0,5424.0,6923.0,259.0,5958.0,8100.0,9670.0,13680.0,6660.0,1684.0,5300.0,10460.0,5429.0,6566.0,8633.0,22404.0,18269.0,7808.0,1200.0,11922.0,9956.0,7256.0,2294.0,1964.0,7013.0,7000.0,2588.0,4385.0,12938.0,0.0,6642.0,3933.0,5400.0,6300.0,801.0,9677.0,1957.0,458923.0
무림외사,서효원,프로무림,7242.0,9440.0,7800.0,10800.0,8700.0,0.0,0.0,900.0,9000.0,2700.0,14400.0,6300.0,7920.0,15596.0,16731.0,5632.0,4500.0,5400.0,3600.0,900.0,8100.0,3960.0,15829.0,8100.0,17145.0,5207.0,13387.0,5697.0,3175.0,3994.0,8460.0,19800.0,10934.0,13018.0,9630.0,21600.0,2700.0,5040.0,10927.0,9756.0,12159.0,2034.0,3683.0,0.0,900.0,9347.0,8700.0,11708.0,4140.0,0.0,9180.0,3177.0,9660.0,13617.0,840.0,8348.0,8280.0,3420.0,12528.0,2424.0,458165.0
백미혈,몽월,프로무림,3600.0,0.0,100.0,0.0,92700.0,1800.0,3600.0,0.0,0.0,12600.0,16400.0,3600.0,0.0,4500.0,900.0,37900.0,7200.0,5400.0,75700.0,6300.0,0.0,3600.0,4500.0,10400.0,5000.0,8100.0,5090.0,3600.0,0.0,5670.0,4970.0,10220.0,3850.0,8820.0,210.0,12732.0,3078.0,1260.0,3920.0,2800.0,0.0,0.0,1890.0,8960.0,3780.0,8960.0,0.0,1610.0,9940.0,2170.0,3780.0,3780.0,1330.0,280.0,21875.0,8610.0,630.0,3150.0,3150.0,630.0,454645.0
독행록,검궁인,프로무림,20135.0,7382.0,7725.0,6330.0,9383.0,7161.0,20367.0,11365.0,1550.0,6069.0,3800.0,3034.0,7560.0,9813.0,5747.0,5009.0,461.0,3816.0,1759.0,7102.0,1970.0,10897.0,27447.0,10363.0,7998.0,12144.0,23509.0,29368.0,8467.0,13604.0,8898.0,20785.0,3150.0,2731.0,7856.0,4049.0,4370.0,7841.0,5436.0,5656.0,6783.0,7481.0,1450.0,5394.0,7393.0,4542.0,5955.0,9661.0,8435.0,2257.0,3930.0,4555.0,3072.0,3639.0,5337.0,1393.0,882.0,1827.0,0.0,5879.0,451972.0
듀얼 세이버,이형석,포텐,0.0,0.0,0.0,0.0,0.0,0.0,2450.0,700.0,1050.0,22470.0,8120.0,18130.0,19810.0,17468.0,11015.0,26112.0,13440.0,17115.0,70.0,12222.0,0.0,0.0,4480.0,3276.0,685.0,0.0,5075.0,6576.0,2708.0,10150.0,17766.0,16910.0,7171.0,2240.0,6160.0,3240.0,28.0,630.0,12800.0,8194.0,2205.0,0.0,7992.0,70.0,0.0,110000.0,10000.0,540.0,0.0,0.0,561.0,0.0,0.0,10000.0,8232.0,0.0,0.0,18080.0,4480.0,0.0,450421.0
마도공학자,김형석,프로무림,34510.0,15680.0,21000.0,11130.0,9800.0,8505.0,7350.0,2520.0,6650.0,2520.0,6720.0,10850.0,10850.0,0.0,4410.0,0.0,7560.0,5670.0,0.0,35840.0,4480.0,15680.0,7560.0,4410.0,0.0,15680.0,7875.0,18900.0,4410.0,630.0,10780.0,2240.0,0.0,6720.0,0.0,0.0,4480.0,2240.0,0.0,20034.0,6363.0,6111.0,0.0,2552.0,2835.0,20552.0,33111.0,1260.0,0.0,0.0,1890.0,44800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447158.0
사신마곡,서효원,프로무림,3800.0,15300.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,4800.0,13400.0,0.0,2900.0,7180.0,14500.0,6300.0,8700.0,13320.0,10404.0,7884.0,2612.0,8526.0,9748.0,2268.0,14238.0,-108.0,2520.0,6732.0,630.0,90.0,23310.0,6048.0,-1422.0,4716.0,7380.0,6976.0,7182.0,9360.0,7452.0,15102.0,3690.0,19535.0,22821.0,16994.0,8496.0,5400.0,11562.0,12545.0,18121.0,3024.0,21242.0,9072.0,8784.0,0.0,15350.0,12890.0,540.0,4586.0,9367.0,0.0,446867.0
추혼귀사,사마달,프로무림,7927.0,4344.0,5587.0,5206.0,7502.0,9774.0,5409.0,5893.0,1290.0,8396.0,7379.0,5660.0,4814.0,8453.0,10540.0,10836.0,4156.0,6721.0,1552.0,11431.0,4442.0,10614.0,6787.0,8709.0,12345.0,58878.0,27045.0,8008.0,9455.0,7434.0,4165.0,3249.0,5900.0,2630.0,12873.0,4561.0,6308.0,5951.0,3471.0,10409.0,8201.0,8824.0,4727.0,2898.0,4368.0,9271.0,9479.0,567.0,2211.0,5258.0,1260.0,6059.0,2840.0,3703.0,1260.0,10847.0,2331.0,5214.0,10710.0,629.0,446761.0
가족,이원호,프로무림,35200.0,12800.0,16000.0,13440.0,19200.0,0.0,0.0,3200.0,0.0,28800.0,19200.0,3200.0,12800.0,6400.0,3200.0,3200.0,19200.0,16000.0,5440.0,3200.0,9600.0,19200.0,0.0,0.0,3200.0,6400.0,3200.0,3200.0,0.0,6400.0,0.0,0.0,0.0,3200.0,6400.0,6400.0,17920.0,3200.0,24640.0,0.0,0.0,0.0,3200.0,9600.0,0.0,6400.0,6400.0,6400.0,22400.0,0.0,3200.0,0.0,22400.0,9600.0,10880.0,9600.0,0.0,0.0,0.0,3200.0,446720.0
