작품,작가,출판사,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,총합
죽음으로부터 돌아온 자 카운트리더,지성문,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342320.0,13017572.0,2616766.0,1753890.0,1363790.0,1043900.0,958300.0,7625599.0,996740.0,1599300.0,619960.0,5221000.0,1060880.0,527900.0,2069752.0,307000.0,2902397.0,2566960.0,1665210.0,1087720.0,154716.0,345019.0,155259.0,367777.0,78814.0,182157.0,152781.0,764493.0,898492.0,246456.0,311970.0,63759.0,47802.0,79498.0,101976.0,58951.0,45035.0,54367.0,211714.0,97509.0,74948.0,27491.0,31409.0,90032.0,189932.0,144722.0,164513.0,173139.0,135276.0,67198.0,225871.0,43185.0,99463.0,194158.0,318646.0,215646.0,339392.0,248924.0,345828.0,176678.0,72232.0,54020.0,38865.0,57237069.0
천년만에 귀환한 대마검사,자리,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048292.0,11890400.0,2577645.0,5118036.0,2253353.0,2460458.0,6012720.0,2006214.0,6482462.0,1715003.0,656285.0,644420.0,666323.0,559314.0,1900743.0,739256.0,509593.0,509669.0,954491.0,1236488.0,847271.0,502009.0,163637.0,86847.0,115904.0,105477.0,75026.0,179338.0,77412.0,94937.0,104877.0,77775.0,84826.0,651164.0,536569.0,143145.0,258143.0,163582.0,184247.0,130601.0,154599.0,189914.0,74934.0,155785.0,120370.0,4822.0,69321.0,149642.0,146927.0,161843.0,68532.0,120542.0,54464.0,70901.0,91463.0,60767.0,79628.0,40204.0,60974.0,56399584.0
대무사,철백,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522040.0,1861433.0,1951260.0,1565895.0,1188068.0,2107544.0,1510183.0,867906.0,726449.0,4181181.0,1190006.0,413618.0,386099.0,323572.0,1038251.0,992111.0,1104151.0,1115827.0,524443.0,634648.0,254056.0,240736.0,660931.0,708533.0,276395.0,208022.0,153776.0,1152077.0,448215.0,180216.0,110894.0,235969.0,1152580.0,5241703.0,1957032.0,1347973.0,1237524.0,1862080.0,686673.0,464261.0,615935.0,243957.0,228153.0,216399.0,547434.0,386818.0,124225.0,103389.0,127029.0,277807.0,667155.0,871565.0,372742.0,107084.0,140270.0,183529.0,88438.0,120327.0,326816.0,1061821.0,2495767.0,614377.0,266196.0,200182.0,733426.0,916897.0,174086.0,181801.0,86895.0,247846.0,55512697.0
자본주의가 낳은 괴물 헌터,쌈마이,포텐,0.0,0.0,0.0,0.0,0.0,942557.0,2367236.0,3964187.0,6507520.0,5404479.0,8478021.0,4134520.0,2529662.0,1458981.0,4054355.0,831605.0,739296.0,1704534.0,1676224.0,575216.0,331462.0,1384238.0,758797.0,382977.0,372894.0,552857.0,295991.0,195170.0,170247.0,143024.0,115915.0,101124.0,327477.0,638580.0,593457.0,53383.0,75219.0,67956.0,120342.0,113941.0,88530.0,97993.0,78082.0,89171.0,205749.0,294399.0,126741.0,82083.0,161285.0,23297.0,100398.0,174466.0,62249.0,76768.0,44070.0,95472.0,305028.0,70139.0,56232.0,62456.0,27103.0,59452.0,129441.0,62761.0,62439.0,32199.0,31262.0,45016.0,85169.0,36720.0,23773.0,73428.0,35834.0,45238.0,34029.0,42261.0,41058.0,23175.0,11212.0,41370.0,29413.0,21220.0,56484.0,17828.0,22766.0,47181.0,15956.0,26814.0,54169.0,19478.0,22654.0,20173.0,33397.0,1170.0,56236.0,660.0,55846591.0
양과 늑대의 요람,어두운글,포텐,0.0,0.0,0.0,0.0,0.0,2499070.0,1193150.0,2264500.0,1421273.0,1918331.0,5276609.0,2736043.0,3420278.0,3589964.0,781344.0,660688.0,788474.0,670203.0,505563.0,528589.0,341530.0,783365.0,1318654.0,1665860.0,986966.0,606580.0,808404.0,501854.0,320303.0,282240.0,3190008.0,1328554.0,654696.0,347314.0,164971.0,163760.0,115612.0,184511.0,156800.0,473004.0,438655.0,203758.0,368459.0,323459.0,303517.0,348627.0,438340.0,343574.0,139112.0,198450.0,261056.0,231231.0,117468.0,101179.0,203037.0,485021.0,576259.0,448452.0,327202.0,348219.0,390418.0,425329.0,293635.0,269433.0,204366.0,226062.0,142568.0,173139.0,270946.0,197359.0,241401.0,130131.0,173969.0,112480.0,53503.0,101954.0,55144.0,255464.0,79804.0,126030.0,137325.0,71428.0,77632.0,414621.0,479147.0,153075.0,228913.0,149753.0,138150.0,118616.0,285313.0,94818.0,79905.0,79429.0,100756.0,218993.0,55605149.0
곤륜신기,송재일,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86048.0,7326282.0,4056283.0,2505162.0,2633412.0,2593840.0,2337696.0,1938354.0,3265579.0,1924514.0,2235182.0,2033978.0,2398556.0,1646210.0,1622520.0,1448144.0,2041327.0,1303781.0,1714789.0,1556884.0,899299.0,885262.0,589423.0,873316.0,877350.0,549258.0,724598.0,585728.0,52652775.0
김 대리는 벼락부자,글고래,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813615.0,37022758.0,3755325.0,805195.0,483621.0,359245.0,1663466.0,869901.0,609474.0,684378.0,749178.0,542412.0,490705.0,537750.0,489392.0,488369.0,425055.0,352381.0,51142220.0
돌아온 요리고 고인물,빨간코트,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738806.0,1084143.0,2507674.0,2207229.0,2061342.0,2257303.0,1764706.0,2337863.0,2902167.0,3723387.0,2212573.0,2196479.0,2001242.0,1824190.0,1471289.0,1462603.0,1221297.0,1051811.0,731940.0,2200383.0,1140807.0,1041331.0,315395.0,596180.0,113260.0,100888.0,93531.0,352683.0,923653.0,347203.0,193795.0,473797.0,197124.0,197902.0,447200.0,953740.0,91836.0,58168.0,841618.0,51941.0,71557.0,79716.0,14590.0,152398.0,163984.0,5631.0,5988.0,2584.0,121477.0,17989.0,34077.0,29433.0,42059.0,52819.0,63870.0,48600.0,63653.0,98360.0,36719.0,190033.0,592364.0,472760.0,154775.0,131449.0,45641.0,73396.0,96144.0,16881.0,49369426.0
재벌이 회귀했는데 뭔들 못하겠어,백범,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3555866.0,4860029.0,4721329.0,4722627.0,3711622.0,4791001.0,5267355.0,2020332.0,1183770.0,1449767.0,1244934.0,845707.0,874777.0,543641.0,640303.0,876979.0,743683.0,611077.0,626831.0,761329.0,650285.0,823497.0,719725.0,430110.0,382715.0,309658.0,268130.0,270201.0,352847.0,289926.0,318279.0,48868332.0
대한민국 절대 재벌,백범,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1157100.0,1530060.0,961800.0,1296330.0,1293740.0,2222576.0,3678129.0,8381365.0,3644285.0,2754106.0,1980342.0,4689085.0,5555575.0,1398931.0,1546974.0,1936335.0,1355008.0,910305.0,990888.0,728581.0,480834.0,746725.0,589648.0,805349.0,712169.0,646548.0,693259.0,537664.0,634172.0,497367.0,370750.0,696872.0,202494.0,330208.0,384899.0,391615.0,424184.0,764390.0,911533.0,773164.0,718103.0,429743.0,790239.0,805927.0,486338.0,476083.0,2933103.0,1468254.0,536539.0,1027338.0,1172263.0,1045980.0,1858527.0,666764.0,493276.0,426502.0,388270.0,451018.0,327660.0,438056.0,439717.0,324669.0,77309728.0
매지컬 써전,백범,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24000.0,3402000.0,2646600.0,852000.0,296800.0,168000.0,5100.0,311600.0,50400.0,14000.0,54600.0,0.0,29400.0,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,249452.0,363447.0,203529.0,3336990.0,629481.0,529753.0,931217.0,2865620.0,1954442.0,5903942.0,1515537.0,4967674.0,1740882.0,1298903.0,1407260.0,2111298.0,1309847.0,574389.0,690870.0,616652.0,730616.0,1572442.0,616032.0,348846.0,774108.0,725840.0,611835.0,347300.0,551994.0,511652.0,681162.0,665108.0,401469.0,346514.0,771946.0,408150.0,323559.0,274369.0,180437.0,146878.0,248207.0,179587.0,84938.0,186845.0,144039.0,118584.0,26432.0,162090.0,56979.0,117311.0,3133119.0,3390456.0,926377.0,407481.0,416087.0,320900.0,697042.0,370424.0,267805.0,443868.0,469853.0,676123.0,316681.0,254376.0,174379.0,332200.0,65976525.0
귀환한 절대자는 역대급 헌터,김현각,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539840.0,1762530.0,507290.0,1155891.0,3801226.0,2335721.0,1232444.0,1515815.0,1348039.0,716136.0,1016089.0,727213.0,507702.0,641993.0,504185.0,700866.0,591511.0,408242.0,302504.0,453314.0,337700.0,3312741.0,2871755.0,1259531.0,1071409.0,802328.0,938200.0,924086.0,329017.0,265532.0,311394.0,492168.0,444417.0,670888.0,492078.0,307129.0,402011.0,362132.0,387950.0,401774.0,355317.0,519097.0,361684.0,248879.0,253682.0,204440.0,221342.0,230268.0,259518.0,3554633.0,1241747.0,431812.0,410787.0,315480.0,318731.0,546086.0,227260.0,138065.0,166202.0,201843.0,158763.0,149136.0,47667563.0
경찰청 그 꼴통,백범,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441098.0,12053495.0,6713829.0,3725713.0,1983021.0,3495096.0,1681520.0,2090770.0,1090767.0,2136770.0,1858644.0,2953110.0,1202880.0,295408.0,772335.0,241576.0,1297762.0,1877211.0,833268.0,592867.0,259684.0,274167.0,202658.0,313169.0,186545.0,183750.0,141187.0,275940.0,443967.0,438394.0,575978.0,555769.0,633606.0,658249.0,546100.0,438052.0,401343.0,473246.0,310858.0,392526.0,508598.0,347988.0,294747.0,285703.0,392095.0,394298.0,336197.0,242213.0,219933.0,232093.0,233694.0,270811.0,225932.0,230591.0,189150.0,211080.0,59657451.0
회귀해서 천재 PD,조도모,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466413.0,10786221.0,2460196.0,2582043.0,2010383.0,1459864.0,2904766.0,2143370.0,2028899.0,1252507.0,1347707.0,1012187.0,806907.0,1336396.0,1717086.0,1489172.0,4106692.0,937832.0,654137.0,41502778.0
기사학교의 검술천재,비비다,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168266.0,10783425.0,2065347.0,3763270.0,2740060.0,2336908.0,4568854.0,2361278.0,2620058.0,499562.0,308609.0,1030918.0,336014.0,593390.0,1053609.0,404117.0,207330.0,296927.0,199010.0,865945.0,393133.0,93755.0,195578.0,587689.0,385935.0,224078.0,63632.0,115499.0,78437.0,104860.0,87096.0,12299.0,102354.0,183231.0,86699.0,123917.0,55557.0,105992.0,76956.0,69722.0,52165.0,27632.0,32531.0,38973.0,1001.0,5667.0,13981.0,7910.0,49205.0,37526.0,13598.0,26106.0,3165.0,33833.0,74489.0,37739.0,38503.0,21273.0,31892.0,40896505.0
천하무적대총관 천신우,대나무꽃,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231912.0,7611414.0,1581019.0,3999867.0,2183102.0,1037402.0,1143664.0,1056436.0,1023240.0,923006.0,959624.0,2159505.0,1290222.0,5797205.0,4457220.0,4248352.0,39703190.0
조선혁명군주,Lucubro,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498645.0,748440.0,3160381.0,2187024.0,4379996.0,4918087.0,2129294.0,859018.0,1413510.0,1304244.0,775465.0,1059827.0,721645.0,650653.0,903994.0,457800.0,547532.0,728788.0,543818.0,562491.0,330287.0,467193.0,332767.0,305260.0,571027.0,224045.0,148689.0,285309.0,362210.0,276486.0,270666.0,182515.0,191175.0,160152.0,193712.0,216798.0,130149.0,164451.0,131169.0,127655.0,195147.0,118631.0,216697.0,85234.0,113123.0,88862.0,142888.0,221145.0,133422.0,76492.0,38042.0,177683.0,98172.0,104356.0,103636.0,214288.0,79097.0,77488.0,88604.0,60197.0,98422.0,64309.0,95749.0,110074.0,105130.0,16874.0,59702.0,93706.0,142021.0,69550.0,76100.0,122404.0,127630.0,65641.0,42958.0,57025.0,35177.0,60293.0,73210.0,81097.0,82133.0,70840.0,36912.0,57417.0,92071.0,44126.0,75950.0,38112092.0
천재 배우 이름을 얻다,킹묵,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4436.0,15541.0,19596104.0,2076466.0,1981044.0,2039594.0,1677845.0,1554989.0,1000613.0,2096389.0,930042.0,2816356.0,662969.0,1652395.0,38104783.0
회귀한 아포칼립스의 폭군,이형석,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315140.0,11325039.0,1179902.0,632758.0,1560040.0,1009363.0,823773.0,430398.0,1208042.0,588574.0,998292.0,427780.0,184718.0,157057.0,76398.0,134539.0,399252.0,228372.0,510064.0,347528.0,3635078.0,1905244.0,832039.0,805980.0,592919.0,855374.0,524947.0,419156.0,332117.0,216977.0,179515.0,114392.0,225512.0,113537.0,138864.0,942885.0,265753.0,152312.0,335682.0,184463.0,61075.0,1195368.0,255319.0,131521.0,147955.0,160895.0,111733.0,37373641.0
망한 양식장을 물려받았다,하늘곰,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5363152.0,4778135.0,7272435.0,5046411.0,5218977.0,2490266.0,2703475.0,2984090.0,1292222.0,37149163.0
인간 자체가 강함,박신우,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597854.0,1160208.0,1532464.0,3775825.0,9606765.0,3678754.0,2124866.0,2905051.0,2533635.0,1094165.0,691192.0,715900.0,94173.0,180709.0,206191.0,139489.0,229543.0,198172.0,553566.0,457055.0,378998.0,135728.0,184380.0,255131.0,497826.0,525801.0,193025.0,114767.0,107178.0,60282.0,41483.0,104568.0,241166.0,246930.0,143627.0,110647.0,81804.0,67807.0,90834.0,38761.0,19511.0,61230.0,28401.0,14212.0,26937.0,112161.0,12556.0,9675.0,39183.0,13242.0,47456.0,77104.0,102078.0,63290.0,145451.0,86197.0,49796.0,12139.0,1387.0,-7422.0,5331.0,2679.0,37018914.0
회귀 후 몰빵투자로 재벌 되기,와이번스,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2291677.0,5131951.0,4642243.0,4114500.0,4068819.0,3428038.0,3095255.0,2469732.0,1519907.0,2037810.0,603015.0,462301.0,2527854.0,36393102.0
서클 소드마스터,강철민,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1841578.0,1879964.0,5832745.0,3472358.0,4394214.0,3955118.0,6556476.0,2641310.0,1135598.0,2573070.0,3966770.0,3585159.0,41834360.0
역적조련사 조선을 바꾸다,Lucubro,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761901.0,1332632.0,2676792.0,2000578.0,3946846.0,4505200.0,2737254.0,1223717.0,2853092.0,627618.0,645009.0,451617.0,321711.0,771321.0,271834.0,214443.0,266420.0,443800.0,156731.0,255371.0,213882.0,180833.0,253625.0,235445.0,246562.0,147368.0,105010.0,43516.0,98876.0,188663.0,49200.0,368527.0,244093.0,101850.0,60277.0,116705.0,260656.0,280033.0,137952.0,140372.0,166482.0,160860.0,228711.0,322365.0,114184.0,122664.0,157955.0,154011.0,87240.0,112765.0,99961.0,30375.0,45517.0,28791.0,41075.0,22931.0,30356.0,87881.0,71594.0,46973.0,52897.0,25496.0,38957.0,14314.0,52320.0,21577.0,25909.0,86847.0,29131.0,39859.0,87088.0,47091.0,72378.0,40539.0,10611.0,42456.0,35120.0,32792613.0
깡촌 마을 키워서 힐링한다,인기영,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614997.0,988997.0,11392901.0,4946064.0,2289908.0,1322302.0,847150.0,603560.0,1739260.0,706337.0,820488.0,980141.0,1762618.0,2231513.0,1924612.0,704131.0,800434.0,423178.0,35098591.0
연봉조 신입사원,서오,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11436210.0,20703002.0,32139212.0
재벌세는 행복하고 싶다,신랑,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225300.0,14383128.0,2410797.0,1994504.0,1433438.0,1016305.0,1077416.0,1433595.0,803550.0,848370.0,457855.0,557331.0,536190.0,425097.0,28602876.0
이 요리사는 계속 회귀합니다,인기영,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446517.0,10457198.0,2063484.0,2392592.0,1088435.0,781368.0,1686780.0,527735.0,270624.0,530186.0,189353.0,490725.0,283131.0,552390.0,136587.0,744563.0,861118.0,677809.0,132160.0,409807.0,149183.0,755462.0,238223.0,191399.0,79982.0,107424.0,201269.0,79022.0,36260.0,234258.0,170161.0,113638.0,152625.0,84785.0,100608.0,126730.0,34692.0,42465.0,67833.0,106542.0,116717.0,135935.0,39088.0,43935.0,30368.0,28161166.0
