작품,작가,출판사,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,총합
수를 읽는 남자 세상을 바꾸는 컨설턴트,준강,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603076.0,326981.0,1066744.0,776977.0,662933.0,615371.0,825710.0,900342.0,835924.0,762231.0,1129388.0,398535.0,104107.0,262068.0,349753.0,257273.0,349557.0,69493.0,151340.0,10447803.0
주인공 먹는 엑스트라,인기영,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44434.0,6167499.0,854243.0,565075.0,270028.0,145827.0,88770.0,107816.0,117135.0,62990.0,227947.0,102108.0,313456.0,136652.0,61760.0,75034.0,227834.0,43597.0,53852.0,26869.0,42371.0,-966.0,40298.0,32039.0,35785.0,40693.0,2896.0,8363.0,20092.0,3752.0,16912.0,24281.0,20299.0,745.0,7763.0,11442.0,11319.0,6955.0,12867.0,2930.0,23580.0,698.0,23248.0,10402.0,2953.0,1968.0,425.0,18493.0,-840.0,25752.0,3714.0,9699.0,18717.0,3747.0,10176318.0
랜덤뽑기로 학원최강,비비다,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282736.0,707565.0,722489.0,676935.0,1546297.0,535851.0,650796.0,592406.0,274875.0,300693.0,212734.0,210252.0,170213.0,279497.0,218591.0,84350.0,137862.0,143811.0,75726.0,110756.0,101500.0,75334.0,54610.0,100704.0,69150.0,43546.0,18111.0,68464.0,133634.0,83529.0,88215.0,114357.0,82696.0,48006.0,48566.0,13530.0,103056.0,54412.0,31437.0,11617.0,11961.0,11506.0,8790.0,567.0,28874.0,14274.0,10663.0,9191.0,517.0,19860.0,14235.0,29484.0,16740.0,8925.0,17994.0,23007.0,8155.0,289351.0,55533.0,21430.0,6618.0,13402.0,10001.0,18344.0,5540.0,6630.0,37373.0,31831.0,6445.0,2241.0,19663.0,6580.0,10044634.0
1980 독식하는 재벌,독성,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854756.0,699668.0,1632189.0,829813.0,1326495.0,1240138.0,868633.0,533071.0,223766.0,237179.0,203462.0,211704.0,196951.0,70309.0,79396.0,33936.0,47516.0,66054.0,140100.0,61314.0,36970.0,38096.0,32147.0,9663663.0
모용세가 역대급 천재의 귀환,독성(송재훈),포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259856.0,102742.0,174048.0,509782.0,1031568.0,854566.0,682188.0,565889.0,640870.0,635375.0,459978.0,322564.0,342021.0,210554.0,175548.0,338490.0,190922.0,234915.0,105580.0,77376.0,84466.0,137380.0,233181.0,108616.0,116958.0,115879.0,102049.0,165763.0,126991.0,90416.0,94171.0,60404.0,105719.0,9456825.0
재벌세는 총수가 되고 싶다,독성,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1129438.0,652133.0,403704.0,1408321.0,830471.0,452716.0,3077419.0,531453.0,265067.0,396913.0,199132.0,9346767.0
타워 디펜서 방어중,리벨스톤,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480550.0,444080.0,481180.0,5028800.0,694330.0,366940.0,338730.0,310380.0,108769.0,121142.0,69230.0,80010.0,49560.0,42980.0,35140.0,29260.0,9450.0,5740.0,19740.0,22372.0,19992.0,27440.0,41440.0,33740.0,38220.0,27230.0,11970.0,14770.0,14630.0,2170.0,4620.0,10570.0,23345.0,630.0,19600.0,-730.0,9093.0,12642.0,3385.0,21674.0,43117.0,-979.0,12032.0,-5142.0,13064.0,-1066.0,-1398.0,6108.0,3666.0,10080.0,3666.0,19726.0,334.0,10626.0,8863.0,2247.0,-2478.0,7641.0,-4271.0,0.0,1561.0,63.0,6085.0,3918.0,3024.0,10180.0,2199.0,-155.0,0.0,9617.0,0.0,1969.0,0.0,1086.0,680.0,0.0,18949.0,0.0,9259826.0
리턴 오브 로드,정현우,포텐,0.0,400120.0,1613280.0,593959.0,1601900.0,523285.0,458952.0,283419.0,189621.0,181030.0,178800.0,299966.0,329755.0,136507.0,45546.0,66347.0,172581.0,55467.0,94702.0,65905.0,56800.0,53087.0,62189.0,70688.0,65523.0,36802.0,93678.0,44109.0,36280.0,266402.0,93475.0,7928.0,28437.0,11718.0,23265.0,26432.0,32879.0,21921.0,11490.0,11025.0,11430.0,11310.0,5761.0,10675.0,15820.0,7595.0,25905.0,23269.0,13650.0,4851.0,10409.0,9695.0,4995.0,2268.0,14385.0,9850.0,10219.0,14540.0,30647.0,8526.0,11004.0,14912.0,5107.0,882.0,5720.0,15442.0,7560.0,6885.0,3477.0,0.0,2570.0,2268.0,13923.0,9509.0,8941.0,7451.0,5441.0,3297.0,567.0,7471.0,1423.0,3220.0,14665.0,13545.0,10034.0,54070.0,6300.0,22661.0,8986.0,5200.0,5038.0,9057.0,8823.0,6118.0,17340.0,9713.0,8919690.0
정의구현으로 레벨 업,휴헤,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190.0,0.0,660285.0,2402362.0,1118325.0,564505.0,247828.0,179824.0,415508.0,120392.0,186334.0,74753.0,18361.0,42756.0,406185.0,267800.0,53394.0,30055.0,186473.0,309893.0,117024.0,110483.0,122572.0,34733.0,203994.0,65814.0,61647.0,105197.0,24573.0,27360.0,33236.0,26684.0,80916.0,29907.0,14758.0,11613.0,465.0,14063.0,12284.0,2731.0,5361.0,10169.0,16900.0,4609.0,14453.0,11586.0,11192.0,7465.0,5049.0,5035.0,26800.0,45765.0,30134.0,47786.0,41711.0,17598.0,25258.0,18037.0,7756.0,13417.0,8752358.0
주인공의 수호기사가 되었다,삼십춘기,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29575.0,55860.0,56280.0,24815.0,22820.0,27125.0,17185.0,17465.0,19110.0,556633.0,528019.0,190716.0,321378.0,173008.0,436992.0,327572.0,656623.0,135434.0,276588.0,436145.0,104928.0,184049.0,242788.0,241160.0,141680.0,62700.0,418849.0,317478.0,194076.0,181786.0,103903.0,97022.0,54402.0,43709.0,52761.0,23246.0,17586.0,28701.0,21404.0,16254.0,6228.0,2387.0,2709.0,3730.0,11066.0,21513.0,43417.0,12111.0,15190.0,6510.0,8241.0,2783.0,6810.0,2043.0,17841.0,11200.0,3477.0,897217.0,286157.0,91363.0,44410.0,39640.0,44977.0,77167.0,33429.0,16754.0,11667.0,4023.0,0.0,2331.0,8584216.0
웰컴 투 메모리,북홀릭,포텐,0.0,0.0,387450.0,442742.0,591062.0,277238.0,443409.0,417980.0,208431.0,260146.0,241052.0,138839.0,247243.0,112777.0,126413.0,117974.0,190320.0,242775.0,187488.0,158266.0,114932.0,66019.0,95452.0,64460.0,27157.0,71337.0,59663.0,31277.0,13547.0,44224.0,72255.0,48142.0,121272.0,187059.0,57206.0,20987.0,77782.0,45839.0,24445.0,64636.0,112140.0,90458.0,82601.0,63219.0,42936.0,52580.0,49052.0,52678.0,39627.0,82373.0,53532.0,33288.0,39144.0,54858.0,33667.0,45035.0,13821.0,17861.0,38245.0,46202.0,48330.0,20419.0,70305.0,22549.0,7252.0,34978.0,56692.0,46841.0,22081.0,28447.0,23860.0,18517.0,28437.0,28995.0,47242.0,46434.0,12782.0,17251.0,50753.0,66877.0,16790.0,35636.0,22546.0,25489.0,60958.0,42503.0,117310.0,115452.0,47838.0,84609.0,28694.0,5783.0,36412.0,37577.0,10983.0,19503.0,8549738.0
전설 속 검신의 재림,김조선,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2894693.0,1043487.0,215930.0,459022.0,270356.0,351061.0,273499.0,415524.0,155866.0,194985.0,297027.0,335198.0,147430.0,94330.0,230805.0,199009.0,101038.0,72775.0,76896.0,66128.0,60425.0,50990.0,19814.0,44244.0,32771.0,12751.0,8116054.0
악마와 계약한 프로게이머,한리,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70420.0,211743.0,74018.0,1764497.0,528353.0,317996.0,631680.0,142142.0,169792.0,112112.0,100548.0,89012.0,166516.0,168070.0,235135.0,238385.0,242587.0,856662.0,276291.0,112569.0,111520.0,43330.0,41307.0,50910.0,52970.0,148768.0,301760.0,174179.0,37734.0,18375.0,10557.0,41704.0,81993.0,35355.0,27960.0,33953.0,19246.0,78289.0,18396.0,15366.0,2159.0,14263.0,51696.0,5770.0,3570.0,8221.0,-12825.0,-1878.0,7636.0,9512.0,-3628.0,-800.0,693.0,48675.0,940.0,-3535.0,34498.0,-1078.0,-422.0,1217.0,-7928.0,8379.0,3470.0,693.0,4955.0,19771.0,399.0,7499.0,13167.0,3979.0,1071.0,8072339.0
마왕이 나노머신을 숨김,갈드,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.0,94296.0,211469.0,2566886.0,548569.0,263666.0,642878.0,668535.0,171037.0,179049.0,188814.0,75965.0,61545.0,42951.0,19887.0,31091.0,21553.0,29540.0,20241.0,36872.0,16889.0,23378.0,19072.0,12488.0,18107.0,9797.0,48848.0,103429.0,465785.0,134283.0,242950.0,35617.0,116066.0,185447.0,188979.0,120764.0,136852.0,74026.0,71522.0,81127.0,30291.0,9105.0,47690.0,8068266.0
우연히 주운 외계시계로 인생역,박재학,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203090.0,1266230.0,363230.0,1564194.0,357247.0,458749.0,110317.0,178370.0,122289.0,113348.0,93863.0,91637.0,91496.0,110216.0,55760.0,62591.0,73226.0,26777.0,52519.0,21886.0,49531.0,88525.0,243403.0,145311.0,78547.0,64446.0,76994.0,61155.0,45989.0,33366.0,227089.0,83273.0,98861.0,81215.0,73531.0,7868271.0
야구를 못할 수가 없음,삼십춘기,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336091.0,334601.0,321169.0,442396.0,996911.0,912364.0,765727.0,399468.0,302652.0,205951.0,160083.0,207420.0,310285.0,164532.0,180212.0,133906.0,84982.0,104182.0,174680.0,196348.0,88957.0,144570.0,118395.0,83033.0,123680.0,111886.0,89705.0,84447.0,65847.0,49373.0,89690.0,7783543.0
선검,유재무,프로무림,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1117600.0,76120.0,491260.0,72800.0,138700.0,65260.0,281640.0,347450.0,79360.0,38400.0,29220.0,16000.0,762765.0,102670.0,95500.0,86320.0,79260.0,89470.0,41240.0,51200.0,26450.0,27460.0,128590.0,281590.0,9600.0,36100.0,172680.0,9440.0,2700.0,8960.0,48250.0,2430.0,23483.0,7180.0,2700.0,900.0,48620.0,86724.0,70140.0,10000.0,32900.0,53400.0,900.0,4100.0,12200.0,121019.0,64736.0,58900.0,5400.0,3200.0,5678.0,17769.0,7713.0,2068.0,6028.0,1028.0,1800.0,3989.0,71643.0,18900.0,11353.0,29700.0,16200.0,11700.0,49800.0,46697.0,9527.0,8600.0,7300.0,24300.0,34223.0,30400.0,106672.0,46100.0,269114.0,122660.0,261182.0,522838.0,149503.0,88046.0,79484.0,92883.0,48345.0,14600.0,52133.0,61502.0,7754465.0
동백유엽검,미송검,포텐,0.0,0.0,0.0,182574.0,97272.0,113148.0,685061.0,524405.0,207539.0,287280.0,181053.0,126262.0,119520.0,353849.0,439367.0,144005.0,200061.0,322433.0,169857.0,158392.0,78898.0,33051.0,115179.0,105149.0,89176.0,79334.0,158248.0,62691.0,46130.0,69447.0,144281.0,70064.0,80920.0,13608.0,57274.0,96999.0,32816.0,64421.0,31383.0,40957.0,80206.0,39643.0,20720.0,26747.0,62510.0,33419.0,16399.0,29505.0,39102.0,43386.0,58842.0,55377.0,15841.0,22492.0,77549.0,112935.0,93621.0,57022.0,29499.0,41458.0,37724.0,34091.0,40947.0,24070.0,34914.0,69604.0,31863.0,64939.0,18951.0,34740.0,24458.0,25078.0,26364.0,14222.0,24495.0,6499.0,26736.0,38958.0,24228.0,56313.0,17855.0,27828.0,16406.0,13116.0,30616.0,22553.0,14916.0,15725.0,31638.0,16388.0,15718.0,22078.0,19274.0,9736.0,12000.0,7708.0,7691126.0
게임 속 정의로온 기사가 되었다,이동열,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86997.0,4619426.0,656859.0,234892.0,210268.0,292061.0,110292.0,69776.0,179073.0,619057.0,84583.0,55714.0,68956.0,52780.0,13919.0,29813.0,14752.0,700.0,22018.0,3425.0,140.0,14295.0,4.0,65181.0,34524.0,36480.0,14117.0,17088.0,3674.0,25402.0,-1131.0,7635135.0
미친 재능의 막내공자님,작두콩,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16030.0,116064.0,137361.0,65926.0,83845.0,17834.0,16195.0,131191.0,284951.0,3415011.0,494463.0,189546.0,301070.0,212664.0,75448.0,51034.0,44100.0,216742.0,52986.0,51951.0,119362.0,152705.0,66316.0,23216.0,41060.0,175220.0,207444.0,49430.0,156118.0,54068.0,19098.0,47416.0,60805.0,40530.0,7816.0,80219.0,23621.0,40602.0,24899.0,21636.0,157175.0,20795.0,7563963.0
나 혼자만 올마스터,성덕聲德,포텐,0.0,1111040.0,1342250.0,466620.0,684705.0,442769.0,301335.0,306065.0,352299.0,395042.0,1202243.0,165399.0,61446.0,695705.0,290509.0,145971.0,124124.0,618235.0,190711.0,183697.0,86106.0,63255.0,73686.0,72256.0,66283.0,39667.0,38676.0,23787.0,1750.0,319138.0,41230.0,89710.0,55016.0,34979.0,13888.0,56182.0,9030.0,5670.0,30520.0,20279.0,30786.0,11109.0,6328.0,840.0,4816.0,20676.0,38200.0,19180.0,43400.0,8092.0,-840.0,13650.0,210.0,3698.0,7227.0,3763.0,47313.0,29806.0,3822.0,10890.0,478.0,4480.0,22470.0,4520.0,-2590.0,252.0,5796.0,7420.0,2821.0,756.0,1190.0,9438.0,9316.0,16313.0,2331.0,4411.0,5229.0,33018.0,5110.0,18468.0,3490.0,7560.0,6300.0,693.0,886.0,16934.0,5040.0,3838.0,6720.0,6720.0,1335.0,1890.0,78.0,2520.0,630.0,2419.0,10742519.0
꿈꾸는 스타 메이커,뤼케시온,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136738.0,302203.0,131835.0,1938411.0,153241.0,29975.0,86174.0,388654.0,49065.0,497557.0,87375.0,265588.0,201876.0,196769.0,344184.0,485357.0,326959.0,155019.0,353972.0,88168.0,103619.0,104177.0,107103.0,24066.0,23197.0,31562.0,22330.0,21643.0,68861.0,27592.0,46749.0,10401.0,46973.0,29949.0,46016.0,36712.0,21233.0,28199.0,22366.0,13411.0,21699.0,35704.0,32369.0,31409.0,22753.0,24159.0,16638.0,13570.0,9554.0,10581.0,5400.0,9691.0,1183.0,7289989.0
영웅은 쉬고 싶다,만선,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4570090.0,556920.0,225820.0,246750.0,66220.0,77140.0,119532.0,64022.0,31080.0,92176.0,43526.0,62860.0,26544.0,25858.0,14042.0,9590.0,3080.0,8190.0,8610.0,-2520.0,11480.0,9730.0,14420.0,6580.0,-5740.0,8540.0,12138.0,57120.0,13860.0,124964.0,90048.0,217644.0,113852.0,71649.0,6871.0,17889.0,-5361.0,1999.0,2577.0,7927.0,2079.0,46122.0,18413.0,22104.0,649.0,-12322.0,-1252.0,130.0,1829.0,-1765.0,690.0,-874.0,4966.0,-1949.0,12019.0,942.0,1027.0,-3392.0,6842.0,1449.0,1003.0,1629.0,1965.0,21115.0,94285.0,28373.0,30703.0,25024.0,5101.0,5763.0,6258.0,18548.0,-271.0,957.0,10584.0,7376461.0
용사는 조용히 살고 싶다,Curtain Call,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.0,3150.0,285413.0,232496.0,3077976.0,537350.0,269211.0,441915.0,238296.0,169619.0,125734.0,497599.0,195561.0,252797.0,31609.0,13213.0,43798.0,19948.0,8243.0,22907.0,33531.0,3649.0,1289.0,210.0,70.0,5145.0,70.0,2195.0,224.0,2543.0,32137.0,3405.0,316.0,4754.0,1004.0,93.0,33377.0,163189.0,31984.0,70075.0,23645.0,24809.0,35116.0,77682.0,62582.0,63043.0,7135.0,4151.0,4070.0,8738.0,1953.0,3150.0,7173009.0
가리봉 마왕족발,디케이,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2116.0,266322.0,3021759.0,606841.0,345758.0,396491.0,457566.0,310384.0,164665.0,233389.0,243931.0,85192.0,17522.0,124463.0,84851.0,147959.0,145847.0,64294.0,76325.0,13183.0,3643.0,11469.0,10960.0,10550.0,2599.0,13440.0,15435.0,13754.0,655.0,11700.0,560.0,1427.0,-2.0,70.0,0.0,764.0,23225.0,6080.0,68.0,5475.0,3843.0,63.0,849.0,980.0,0.0,0.0,498.0,1200.0,13681.0,92358.0,14805.0,8.0,7069015.0
리턴 에이스,백범,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263806.0,2184358.0,629576.0,269402.0,185094.0,147872.0,82762.0,95310.0,92617.0,89134.0,111474.0,121220.0,114847.0,123144.0,199730.0,114436.0,229106.0,205904.0,215759.0,176232.0,237072.0,183539.0,104021.0,124000.0,107302.0,44176.0,43807.0,84343.0,71103.0,130224.0,6781370.0
헌터의 신석기,백범,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96300.0,22000.0,898590.0,288610.0,34930.0,240189.0,2520.0,34650.0,26460.0,13860.0,27510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531860.0,160139.0,229264.0,889186.0,272475.0,61922.0,37811.0,796135.0,886107.0,376544.0,1263694.0,403863.0,309183.0,274652.0,291041.0,433438.0,305736.0,440683.0,268007.0,430887.0,111384.0,175839.0,100918.0,70510.0,89275.0,156784.0,156669.0,180675.0,146888.0,141179.0,113245.0,489346.0,236688.0,133979.0,74738.0,196178.0,69623.0,83234.0,60125.0,147767.0,145465.0,66974.0,81468.0,50591.0,96890.0,57579.0,70505.0,191945.0,110564.0,107183.0,110698.0,144639.0,310112.0,168346.0,109631.0,38385.0,208399.0,177081.0,60433.0,38714.0,68485.0,99643.0,15797020.0
귀환자는 왕이 되기로 했다,야우사,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95433.0,353317.0,447915.0,345951.0,291721.0,666312.0,123150.0,243368.0,1073295.0,320333.0,258322.0,207720.0,525330.0,52440.0,104185.0,208010.0,113412.0,97459.0,26382.0,430496.0,17874.0,97068.0,34696.0,33141.0,6167330.0
나태한 연기 천재,빅피쉬,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3859.0,71607.0,208412.0,2366341.0,340827.0,154106.0,258272.0,128419.0,64950.0,282748.0,219167.0,426648.0,199280.0,461753.0,19805.0,40516.0,18184.0,595250.0,223324.0,74464.0,6157932.0
